sentence,difficulty_label
"Es gibt nur vier Millionenstädte: Berlin, Hamburg, München und Köln.",A2
Mit Interrail umsonst durch Europa Mit dem Interrail-Ticket kann man durch ganz Europa reisen.,A2
Es hofft auf einen offeneren Umgang mit dem Thema Tod.,B2
Die Gegner des Ancien Regime fühlen sich durch die zur Schau gestellte Dominanz des Polizeiapparates provoziert.,C2
"Und wir haben verschiedene Sorten, Trüffel .",A1
Die Brösel werden jetzt nur vorsichtig angedrückt .,A2
Ich war damals 22 Jahre alt.,A1
"Wenn man an einer Stelle drückt, verteilt sich der Druck auf die ganze Oberfläche und konzentriert sich nicht nur auf einen Punkt.",C1
Sie zeigt die berühmte Preußenkönigin Luise.,A2
In meinem Land Sri Lanka gibt es solche Blumenfeste nicht.,A2
Rotationsmaschinen werden auch heute noch hauptsächlich zum Druck von Zeitungen eingesetzt.,B2
Statistisch gesehen gehen etwa 500. 000 Verletzungen jährlich auf ihr Konto.,B2
"In Tracht auf die Wiesn Für viele ist es ein Muss, das Oktoberfest in Lederhosen und Dirndl zu besuchen.",B2
"Da fehlt die Dimension der problematisierenden Versprachlichung einer persönlichen existenziellen Erfahrung, eine Erfahrung des Reisens ins Neue, ins noch Unbekannte.",C2
"Die Prüfkriterien stehen in der Straßenverkehrszulassungsverordnung, kurz StVZO.",C1
Sie geht zur Kasse und gibt dem Verkäufer ihre Karte.,A2
"Wir hatten dort so viel Hunger erlebt, Obdachlosigkeit, verlorene oder zerbrochene Träume, Demütigung, Angst, Terror, Armut, Folter, Ungerechtigkeit und Unterdrückung.",C2
Der lateinische Begriff für „Ort“ ist „locus“.,B1
Die „Alpenjuwelen“ sind ein Weitwanderweg auf leichten bis maximal mittelschweren Bergwegen und sind als Weitwanderungen für Einsteiger gedacht .,B1
Er nimmt die Tasche und geht zu seinem Auto.,A1
"Nur wer seinen Schmerz hört, gönnt sich Pausen und Phasen des Rückzugs.",C2
"Denn bis dahin war er ihnen mehrfach erschienen, sie spürten seine Gegenwart.",C1
Und gehört einfach zum Leben dazu.,A2
"Zeigt das Thermometer 30 Grad Celsius oder mehr, dann arbeitet unser Körper auf Hochtouren!",B1
"Es gibt keine absolute Antwort auf die Frage nach dem Wann, aber Richtwerte.",B2
Eine der Organisatorinnen ist Natalie Wasserman.,A1
"Auch Kümmel ist ein traditionelles Gewürz, mit dem man gerne Kohlgerichte oder Bratkartoffel verfeinert.",B2
"Doch als ein parkendes Fahrzeug den Parkplatz verließ, nahm mir ein Mercedes den Parkplatz weg, obwohl ich bereits blinkend in Warteposition stand.",C2
"Wenn jetzt eine Mücke einen Elefanten stechen will, dann hat sie wirklich ein Problem.",B2
"Die bisher solitären,,Lichtinseln"" einer Stadt verschmelzen zu einem viel stärker zusammenhängenden Lichtraum, der vergleichsweise nur noch vereinzelt düstere Nischen erlaubt.",C2
"Um auf dieses Problem aufmerksam zu machen, ließen die Macher des Gumshoe 250 Kilogramm Kaugummi von den Straßen der niederländischen Metropole aufsammeln .",C1
"Angesichts der gegenwärtigen Lage muss man anerkennen, dass die wirtschaftlichen Restriktionen, die hierzulande zu beobachten sind, im Vergleich zu den Belastungen, mit denen die russische Bevölkerung konfrontiert ist, immer noch deutlich geringer ausfallen.",C2
Das Buch von Herrn Schmidt steht nicht mehr im Regal.,B1
"Natürlich ist es ein Segen, wenn der Schmerz schwerkranker Menschen gelindert werden kann.",C2
Statt Autos mit Verbrennungsmotor werden dort jetzt Elektroautos produziert.,B1
"Denn diese Dienstleistung wird nicht nur vom TÜV, sondern auch von Konkurrenzunternehmen wie DEKRA oder freien Prüfern angeboten, die zum Beispiel zu Autowerkstätten kommen.",C1
"Zwar sei diese Art des Trainings für den Geist anstrengend, aber auch konstruktiv, weil man geistig in Form bleibe.",C1
"Während der Kriegsjahre in Syrien hatten die Schwalben darauf bestanden, jedes Jahr an denselben Ort zurückzukehren, trotz der großen Wahrscheinlichkeit, dass die Gebäude dort jederzeit zerstört werden könnten oder bereits dem Erdboden gleichgemacht waren.",C2
"In einer Studie wurden sie 2017 befragt, welchen Marken einer Branche sie am meisten vertrauen.",B2
Und was ist für die Schüler das Schwierigste?,B1
Theoretisch könnten wir beim Essen sogar auf dem Kopf stehen.,B2
"In Spanien und Griechenland gelten übrigens Dienstage, die auf den 13. eines Monats fallen, als Unglückstage.",C1
Er wollte seinen Mülleimer leeren und verließ deshalb kurz seine Wohnung im zweiten Stock.,B1
Moritz im Herzen der Alpen .,A1
"Hier ist der Diesel anteil im Jahr 2017 um mehr als 8 Prozent in Spanien gesunken, in Deutschland um rund sieben Prozent.",B2
Sie schreiben eine Prüfung und sind bestens vorbereitet.,B1
Damals war die Straßenbahn recht langsam: Sie fuhr nur etwa 20 Stundenkilometer (km/h).,B1
Bei Führungen können Touristen dort die Natur erleben.,B1
"Die Kunden suchen sich die Ware selbst aus, die etwa in Regalen liegt oder auf Kleidergestellen, Ständern, hängt.",B1
Vielmehr wol- len wir einen Überblick über den aktuellen Stand der Forschung im Bereich der »kosmetischen Pharmaka« geben – eine Grundvoraussetzung zur Lösung der ethischen Herausforderung des Hirndopings.,C2
15 Minuten später kommt der Kellner mit dem Essen zurück.,A2
"Sein erster Halt ist Prag – eine Stadt, die er nicht nur schön findet, sondern in der er auch viel über die Geschichte lernt.",C1
"Keine zehn Pferde bringen ihn in diese Stadt, sagt Schauspieler Helmut Berger, der die Rolle des Königs in Luchino Viscontis Film aus dem Jahr 1972 spielt.",C1
"Da eine Raumstation in 24 Stunden 16-mal um die Erde fliegt, geht die Sonne alle 90 Minuten einmal auf und einmal unter.",C1
Heute haben Wohnungen bessere Fenster und Heizungen.,A2
"Sie sitzen am liebsten auf Mobiltelefonen, Handcremes und Lippenstiften.",A1
"So genannte Savants, Menschen mit Inselbe- gabungen, demonstrieren auf eindrucksvolle Weise, dass bestimmte Anteile der Intelligenz überaus steigerungsfähig sind.",C2
An zweiter Stelle kommen die Philippinen und an dritter Stelle Indien.,A2
"„Ach, was muss man oft von bösen Kindern hören oder lesen.",C1
"Sie denken, eine Stunde ist immer eine Stunde?",B1
"Ich gehöre zu der Generation von Kindern, die ohne Fernsehen oder zumindest mit wenig Fernsehen und ohne Computer und digitaler Welt aufgewachsen ist, und so gab‘s genügend Zeit und Raum, um mit dem vorhandenen Material irgendwie zu basteln.",C1
Jetzt ist unser Sohn hier bei uns.,A1
“ Wegen seiner mangelnden Schulbildung stieg Alois Hitler in der Karriereleiter nicht weiter nach oben.,C1
Er lebt und arbeitet in Deutschland.,A1
Die Bedingungen in den beiden Einrichtungen sind sehr unterschiedlich.,B1
Sie liest und liest und liest.,A1
"Im Gegensatz zur Praxis in der Schweiz ist es in Deutschland gängige Tradition, dass der Sarg während der vor der Beisetzung abgehaltenen Trauerfeier präsent ist.",C2
"Es ist interessant zu sehen, wie sich der Wasserhaushalt von Bäumen verändert, wenn sie Stress haben.",C1
Im Rhythmus vibrierende Gürtel ersetzen den Bass .,B2
"Hier auf dem Silvaplanersee, nur sieben Kilometer von St.",A2
Und das Kind kann später Probleme mit dem Rücken bekommen.,B1
"Also, die Eroberung eines Berges zu Fuß ist schon [etwas] ganz anderes, als wie wenn man es mit der Seilbahn erobert.",B2
Lotta ist acht Jahre alt und geht in die dritte Klasse.,A1
Die Tiere arbeiten mit verschiedenen Tricks.,A2
"Die meisten ihrer bahnbrechenden Arbeiten seien unter dem Einfluss von Wachmachern und kon- zentrationsfördernden Mitteln entstanden; nur so habe sie dem ungeheuren Druck standhalten können, in immer kürzerer Zeit neue Ergebnisse produzieren und große Summen Drittmittel ein- werben zu müssen.",C2
„Der Stammtisch ist jeden Mittwoch um neunzehn Uhr.,A1
Mit Hilfe eines Sponsors konnte sie das ursprüngliche Areal von zwei auf sieben Quadratkilometer vergrößern.,C2
"Der Höhepunkt des Festes ist eine Lichtshow, die an die Geschichte des Doms erinnert.",B2
"“ Gert Mittring findet, dass es jemandem leichter fällt, Assoziationen zu schaffen, wenn sie oder er Bezüge zu etwas herstellt, was sie oder ihn sehr interessiert.",C1
Man geht ja mit ’ner gewissen Vorstellung in dieses Hobby hinein.,B2
"Pierre de Coubertin orientierte sich an den englischen „Wenlock Olympian Games“, die erstmals 1860 in der englischen Kleinstadt Much Wenlock stattfanden.",C1
"Wollte zum Beispiel ein Bauer auf einer abgelegenen Almhütte wissen, ob sein Nachbar da ist, dann jodelte er und wartete auf Antwort.",C1
Das Licht im Humidor ist gedämpft.,A2
“Dann singen Dinas Eltern ein Geburtstagslied für ihre Tochter.,A2
Nur ein Stück Fleisch und etwas Milch sind im Kühlschrank.,A1
Ein Festival ist eine Party für sehr viele Menschen.,A1
"Ich denke, ich brauche ein wenig Zeit.",A2
"So, Axel, und jetzt werde ich dir zeigen, was los ist.",A2
Und auf den Bergen liegt Schnee.,A1
Ich hatte zwei Pullover und eine Jacke an.,A1
“ Das Bestattungsfahrrad ist in der Schweiz ein Novum.,B1
"“, sagt Sofia laut und sieht Alexander lange an.",A2
Jeden Tag mindestens 50 Bier gezapft .,A1
Beide Seiten profitieren von der AG.,A2
Alljährlich im Oktober zieht das Münchner Oktoberfest Millionen von Menschen aus aller Herren Länder an – außer es wird wie 2020 wegen einer Pandemie abgesagt.,C1
"Wer in Deutschland Schafe hält, tut das meist aus Leidenschaft.",B2
Die antiken Preziosen werden fachkundig restauriert und anschließend wieder in den Verkehr gebracht.,C2
"Seine Mieter seien für ihn Partner, sagt er.",B2
Dinas Vater gibt Dina ein Geschenk.,A1
"Denn den Reisenden wird auf der Fahrt ein abwechslungsreiches Kulturprogramm geboten: Es gibt Konzerte, Lesungen, eine Bibliothek und sogar eine Disko.",B2
"Wenn ich nicht den Mantel kaufe, nicht in die Stadt fahre, habe ich auch nicht die Chance, ein Buch oder einen Stift zu kaufen.",B2
Im Urlaub muss Laura nicht arbeiten.,A1
Die genaue Beschaffenheit der Original-Melitta-Filtertüte ist Betriebsgeheimnis .,C1
"Das Ergebnis war ganz eindeutig: Menschen lügen nicht so oft, wenn sie allein entscheiden.",C1
"Muss man in einem Geschäft 2,98 oder 2,99 Euro zahlen, dann runden die Kassierer dort auf, und man bezahlt drei Euro.",B2
In 44 Prozent der Haushalte sogar mindestens fünf Personen.,A2
"Cruffins , die sind einfach superlecker!",A1
Selbst die Ausstellung vermochte keine Aufklärung über seine Identität zu bieten.,C2
Was kann man hier denn kaufen?,A1
Nach 20 Minuten sind sie am See.,A1
Und es gibt ne ganze Reihe.,A2
"Und im Abgleich dazu können wir dann vielleicht so etwas erleben wie eine Entlastung, bezogen auf das eigene, möglicherweise bis dahin als trist empfundene Leben, was jetzt angesichts sozusagen der Katastrophen in der Welt doch erträglicher erscheint.",C2
"Selbstverständlich konnten die sich durch nichts anderes als durch dieses Hühnerstehlen, als durch Brezel stehlen – alles, was in Max und Moritz geschildert ist – ernähren.",C2
Der Mann sitzt noch auf seinem Stuhl.,A1
"Juliane Koepcke ist heute noch unterwegs zwischen diesen Welten, über 40 Jahre nach dem Tag, an dem sie vom Himmel fiel.",C2
"Ein wichtiger Aspekt war auch die Erkenntnis, dass die Probleme, die auf unsere Kinder zukommen, in den allermeisten Fällen ja doch gesellschaftliche Probleme sein werden.",C1
Das weiß man aus 1. 329 Doppelinterviews.,A2
"Ich bin begeistert, dass die Leute so sich bemühen und für uns alle … Wir sind dankbar, dass alle zusammengekommen [sind].",B1
Das Fehlen einer Kultur der Rückmeldung verweist auf ein Verhaftetsein der Schulstrukturen in autoritären Mustern.,C2
Ob Rollfilm oder Sofortbildkamera: Jedes analoge Bild ist eine kleine Überraschung.,C1
"“ Schmerzen peinigen, sie erscheinen überflüssig und unnötig, ja lebensfeindlich.",C2
Das ist schon ein absurdes Theater.,B1
Mediengeschichtlich sind derartige Verschiebungen nichts Neues.,C2
Auf der Vorderseite der Münzen sieht man die bekannten Comicfiguren von Walt Disney.,B1
Die meisten Jugendlichen gehen sehr gern ins Kino.,A2
Ein Berner Unternehmen will damit das Thema Tod und Sterben enttabuisieren.,B2
"/ Er schießt vorbei, er schießt vorbei!",A1
"Beide Germanistinnen sind sich einig darin, dass die Wendung für Österreicherinnen und Österreicher sehr wichtig ist: „Das geht sich nicht aus – also das ist etwas Unverzichtbares für die österreichischen Verhältnisse und bedeutet eigentlich, ja eben dass man es nicht mehr hinbekommt aufgrund mangelnder Ressourcen, Zeit, Energie, Lust, weil irgendetwas fehlt, dass man es noch fertig bekommen kann.",C2
Hannah arbeitet jetzt in einer Bibliothek.,A1
"„Jonas, wir haben kein Hundefutter mehr.",A1
"Wenn wir also heute in den Gesprächen mit den zuständigen Stellen und Behörden darum kämpfen müssen, dass die betagten Rechner ausgetauscht oder neue Arbeitsplätze installiert werden, bereitet sich die Gesellschaft bereits darauf vor, digitale Endgeräte immer und überall zur Verfügung stehen zu haben.",C2
"Festgestellt werden kann das anhand der TÜV-Plakette, die auf den Kennzeichenschildern angebracht ist.",C1
Und dann heißt es in Wien: „Guten Appetit!,A1
Also geht Hannah zu dem Jungen.,A1
91 % von ihnen lassen sich beim Frühstücken im Hotel Zeit und essen lieber im Hotel als außerhalb in einem Café.,B2
"Die Mauerteile finde ich gut, aber man hätte hier die geschichtliche Bedeutung mehr wertschätzen sollen.",C1
"Sehen wir zum Beispiel eine spannende Filmszene, dann blinzeln wir direkt danach.",B1
Am Samstag haben sie ein wichtiges Spiel gegen die Mannschaft aus der Nachbarstadt.,B1
Der Bachelor-Studiengang soll den Studierenden literaturpraktische Fähigkeiten sowie literaturhistorische und literaturtheoretische Kenntnisse vermitteln.,C2
"Dabei stellen sie sich nicht bewusst gegen die Gesellschaft, sind oppositionell.",C1
Natürlich ist die Mutterverehrung durch den Marienkult im Christentum ganz extrem angewachsen.,C1
Auch Goethe hat zur Reiseliteratur beigetragen.,B2
"Jetzt noch ausrollen , mit Zimt und Zucker bestreuen , wieder einrollen , schneiden und ab in die Förmchen damit!",B1
Es herrscht hier – wie es die eine Kundin formuliert – eine gewisse Anonymität.,C1
Die Wahrung des Friedens hängt nicht von den Politikern allein ab.,C2
Das sieht lustig aus und Dina muss lachen.,A1
Er war ein Kind seiner Zeit.,C1
"Würde man diesen Ansatz beachten, so wäre die Gesundheits- und Umweltverträglichkeit der ""Umverpackung Haus"" weit besser.",C2
"Ja, das Hotel ist nicht modern, aber es hat Stil.",B1
"Viele Grüße, Anastasia Wagner“

Anastasia ist glücklich.",A1
Ein Merkmal für Risiko- oder Extremsportler ist nach Erfahrungen des Schweizer Sportpsychiaters Dr.,B2
Um kurz vor 10 fährt Thalia mit dem Bus.,A2
Beide Frauen wohnen mit ihren Familien in der Sprengelstraße.,A1
"Komm ins Haus“, sagt Dinas Vater zum Clown.",A1
"Hallo, ich brauche einen Skihelm .",A1
"Zum Frühstück gibt es Eier, Milch und Schinken vom Hof.",A1
"Das Bestreben, die eigene Religion auszubreiten, ging mehr wieder Hand in Hand mit dem Willen, die eigene Macht auszudehnen.",C2
„Ein robustes Auto.,A1
"Damit das nicht passiert, ist der UV-Index in vielen Wetter- Apps eine gute Orientierung.",B2
Natürlich ist Volkswagen nicht ganz unbeschadet geblieben.,B2
Er macht eine Ausbildung zum Mechaniker.,A1
"Das heißt, man hat nicht nur mit einem Kind zwischen 10 und 13 Jahren gesprochen, sondern auch mit einem Elternteil.",B2
Auch wir können diese Fragen nicht abschließend beantworten.,C2
Der TÜV ist ein privater Verein wie ein Kegelclub auch.,A2
"Sogar die bescheidene Stubenfliege ist imstande, dem verärgerten Jäger mit der Klatsche immer wieder zu entkommen, weil sie über ein beneidenswertes System der Koordination und über ein Reaktionsvermögen verfügt, dem wir nichts Vergleichbares entgegenzusetzen haben.",C2
"Sie haben ihn als künstlerischen Menschen in Erinnerung, im Kopf, wie Astrid sagt.",B2
"Knallige Autos, flatternde Petticoats und mitreißende Musik.",A2
"Wenn dann mit denen so eine Art Fund fieber durchgeht und die dann einfach immer weiter runtergraben, ist möglichweise das Herzstück eines …, das datierend ist oder sonst eine Aussage erlaubt , ist dann weg.",C1
"Es erwies sich als eine schier unmögliche Aufgabe, Max und Moritz zu reformieren und zu einem wohlerzogenen Verhalten zu bewegen.",C2
"Das ist so das Einzige, was man wirklich weiß – und kinderlos war und dass mein Mann Ekkehard II.",B1
"Das waren so wirklich gusseiserne Vorstellungen, die irgendwo noch aus dem letzten Jahrtausend stammen, die eigentlich nicht mehr in die heutige Zeit passen.",C1
"Ein idiot savant ist zum Beispiel in der Lage, auf Anhieb riesige Zahlen daraufhin zu prüfen, ob sie prim sind, oder er spielt mühelos eine Sonate nach, die er nur einmal gehört hat.",C2
