sentence,difficulty,text_id,sentence_length,sentence_tokens,total_tokens_per_call,difficulty_reviewed,readability,difficulty_label
Aber mit so etwas Kreativem wie einem Turnschuh bekommt man eine ganz andere Aufmerksamkeit.,3,462,14,19.0,128.0,B2,82.65,B2
Das Ausschlachten verbessert die Umweltbilanz immerhin ein wenig.,3,463,8,13.0,120.0,B2,46.44,B2
"“

Ich habe euch das Geheimnis verraten, dass ich an jenem Tag das erste Mal ein schonungsloses Knöllchen über 10 Euro in Deutschland erhalten hatte.",5,unknown,25,,,C2,55.58,C2
"“ Wichtig für Eva Ullman war also die Paarung von Humor und Ernsthaftigkeit, Seriosität.",3,303,14,22.0,129.0,B2,75.2,B2
Schuld ist wahrscheinlich auch die Corona-Pandemie.,2,610,6,,,B1,48.47,B1
Die Kassiererin sagt: „Das macht 15 Euro.,0,499,7,,,A1,106.67,A1
"Dabei gelangen 195 Partikel in die Umgebungsluft, wieder pro Sekunde.",3,630,10,,,B2,86.71,B2
"Es wird diskutiert und gemeinsam besprochen und entschieden, welche Kamerafahrt man auswählt und was der nächste Schritt im Produktionsablauf sein wird.",4,307,21,30.0,144.0,C1,58.62,C1
"Immer war da meine Angst beim lauten Zuknallen einer Autotür, dass der Geheimdienst kommt, um mich zu holen…

Nachdem ich nach Deutschland gekommen war, brauchte ich eine lange Zeit, um das Gefühl der Angst loszuwerden, wenn ich nachts das laute Knallen einer Autotür hörte.",5,unknown,44,,,C2,52.2,C2
"Sie stehen nun da und müssen sehen, wie sie sich das Leben arrangieren.",3,287,13,16.0,119.0,B2,83.66,B2
"Von 900 Euro kann ich daheim nicht leben, weil ich muss rechnen: Also, selbst die kleinste Wohnung kostet so .",2,472,20,26.0,133.0,B1,69.11,B1
"Es reicht nicht, wenn man nur in der Stadt Fahrrad gefahren ist.",3,461,12,14.0,121.0,B2,101.6,B2
"Es kann sein, dass ich die ganze Wohnungssuche abblase und … keine Ahnung – gut, zu den Eltern will man nicht mehr ziehen – aber irgend so ‘ne Sachen in Kauf nehmen muss.",2,479,33,41.0,148.0,B1,74.87,B1
"Es ist bedauerlich, dass auf YouTube manipulierte Videos veröffentlicht werden, die Kollegen auf diffamierende Weise verunglimpfen und herabwürdigen.",5,unknown,18,,,C2,44.75,C2
"Antworten darauf haben die Profis in den Markenagenturen , wie hier in Berlin bei Metadesign.",3,443,15,22.0,127.0,B2,74.19,B2
Heute gibt es in ungefähr 60 deutschen Städten Straßenbahnen.,1,710,9,,,A2,87.72,A2
Das tatsächliche Bauvolumen der Städte besteht nur zu einem geringen Teil aus solchen Vorzeigeprojekten.,5,unknown,14,,,C2,48.81,C2
Die Brandung versprüht feinste Tröpfchen voller Meeresmineralien .,4,482,8,18.0,124.0,C1,38.99,C1
"Also auch ein bisschen weg von den Problemen,  ja?",1,451,9,12.0,118.0,A2,79.26,A2
"Frauen sind im Schnitt 32,6 Jahre, Männer 35,1 Jahre alt.",0,578,10,,,A1,103.63,A1
"Ziel dabei ist es, eine Kugel mit möglichst wenigen Würfen über eine festgelegte Strecke zu werfen.",3,289,16,23.0,134.0,B2,80.62,B2
"Dass er einen IQ von über 140 hat, weiß er erst, seit er 2014 den Test bei „Mensa“ ablegte, dem weltweit größten Vereins für hochbegabte Menschen jeden Alters.",4,302,28,41.0,151.0,C1,76.9,C1
Geert Deneire weiß: Eine Garantie gibt es nie.,4,480,8,13.0,118.0,C1,114.12,C1
Unter Hitler war die internationale Kinder- und Jugendliteratur verbannt worden.,4,296,10,17.0,122.0,C1,35.95,C1
"Wie existenziell die Verbindung des Menschen zum Schmerz ist, zeigt sich letztendlich auch darin, dass wir ihn bisweilen uns selbst zufügen.",5,unknown,21,,,C2,67.08,C2
"Sie durften erstmals an den Spielen im Jahr 1900 teilnehmen, die im Rahmen der Weltausstellung in Paris stattfanden.",4,288,18,28.0,135.0,C1,70.13,C1
Unsere ökoeffektive Konzeption geht sogar noch weiter: Wir unterscheiden zwischen biologischen Nährstoffen und technischen Nährstoffen.,5,unknown,15,,,C2,-2.98,C2
Soll ich dir noch etwas geben?,0,544,6,,,A1,99.23,A1
"“ Weniger Jahre auf dem Buckel haben die Weichkäse, die in hell erleuchteten Kühltheken liegen – mit gelblicher Rinde oder mit weißem Schimmel.",4,322,23,41.0,145.0,C1,75.54,C1
"Fragt man rund um den Globus nach, was die Menschen für typisch deutsch halten, lautet die Antwort oft „Bier“, „Lederhosen“ und „Dirndl“.",4,320,22,37.0,143.0,C1,82.99,C1
"“

Der Kellner bringt das Essen.",0,483,6,,,A1,83.32,A1
"Im Jahr 1888, da war sie 51 Jahre alt, machte sie mit ihrem Mann eine Schiffsreise im Mittelmeer.",2,721,18,,,B1,87.05,B1
"Alternativ handelt es sich möglicherweise um Personen, die von einem nahezu zwanghaften Perfektionismus angetrieben werden.",5,unknown,15,,,C2,22.41,C2
"Frank Preis’ Wolle geht nach China, wird dort weiterverarbeitet und landet in Bettwaren, Polsterungen , Teppichen oder in der Textilindustrie.",3,295,20,33.0,142.0,B2,43.73,B2
"Ein Eins-zu-eins-Konzept würde eine geradezu paradig­matische Situation schaffen, in der jeder seinen Computer stets griffbereit hat und somit über die Freiheit verfügt, ortsunabhängig zu arbeiten und zu lernen.",5,unknown,28,,,C2,26.14,C2
Dina geht zur Tür und macht sie auf.,0,495,8,,,A1,105.66,A1
Die einzige Ausnahme in Europa ist Luxemburg.,1,613,7,,,A2,64.37,A2
"Wespen mögen es zum Beispiel nicht, wenn man versucht, sie mit der Hand wegzuscheuchen.",2,652,14,,,B1,91.11,B1
Von daher bin ich ja interessiert.,1,446,6,7.0,112.0,A2,73.85,A2
Sarah ist die Köchin und sagt auch freundlich Hallo.,0,534,9,,,A1,96.18,A1
"Allerdings hat, wie Eberhard Straub weiß, auch dieses bekannte Sprichwort einen Bedeutungswandel durchlebt: „Das ist nun im Grunde natürlich auch ein altes Sprichwort.",4,287,23,41.0,148.0,C1,65.05,C1
"Es genügte immer, dass jeder das erreicht oder sich erarbeitet, was er eigentlich braucht, um anständig leben zu können.",4,287,19,26.0,134.0,C1,69.11,C1
Aber ich muss mich natürlich nach dem Kundenwunsch richten.,3,309,9,12.0,117.0,B2,62.34,B2
Regelmäßig gestaltet sie in Deutschland die Schaufenster der französischen Luxusmarke Hermès.,4,442,11,20.0,129.0,C1,51.85,C1
Warum gibt es hier keine Milch?,0,512,6,,,A1,99.23,A1
"Nein, das ist nicht der Fall.",0,720,6,,,A1,116.15,A1
Ein Mann ist in einem Zelt in einem dunklen Wald und hat Durst.,0,590,13,,,A1,100.58,A1
Das größte Blumenfest Mitteleuropas In der österreichischen Region Ausseerland-Salzkammergut wird jedes Jahr im Frühling die Stern-Narzisse gefeiert.,2,458,17,35.0,147.0,B1,37.3,B1
"„Ich mache ein paar Brote“, sagt Alexander.",0,501,7,,,A1,106.67,A1
Also man kennt seine Gäste alle.,1,465,6,7.0,112.0,A2,90.77,A2
Und die breiteste Stelle in Ost- West-Richtung beträgt 640 Kilometer.,2,663,10,,,B1,69.79,B1
"Er braucht auch mehr Platz, denn sein Zimmer ist sehr klein.",1,532,11,,,A2,102.61,A2
"na, sagen wir mal 400 Euro.",0,472,6,9.0,112.0,A1,99.23,A1
"Das ist eine Hochbahn, die seit 1901 durch die Stadt und über den Fluss fährt.",2,632,15,,,B1,107.01,B1
"Er wollte, wie er damals bekanntgab, „alles Volk auf die Berge führen, damit sie alle die Herrlichkeit unseres erhabenen Landes genießen können“.",5,311,22,31.0,141.0,C2,66.07,C2
"Und wenn man eben halt sehr grobe Außenblätter hat, da ist das dann nicht möglich.",3,289,15,20.0,125.0,B2,98.55,B2
Man kann nicht von einem Auto sprechen.,2,294,7,8.0,112.0,B1,106.67,B1
"Ja, dann sind wir zurückgekommen.",0,448,5,9.0,112.0,A1,83.32,A1
"Die Nazis zum Beispiel, aber auch andere des 19. Jahrhunderts wollten die Liebe zum Wald zu etwas speziell Deutschem machen.",4,325,20,25.0,135.0,C1,95.17,C1
"Da sollte man vielleicht doch etwas Abstand zu seinen Mitmenschen halten, oder?",3,630,12,,,B2,67.76,B2
"Aber nicht nur Rezepte und Zutaten sind wichtig, so Ralf Bos: „Früher war ja das, also ‘n Mann, der kocht: ‚Hallo, was soll das denn?",3,315,25,40.0,148.0,B2,79.94,B2
"Die meisten der Musiker hier sind keine Elvis- Imitatoren , allerdings ist er für sie nach wie vor eine große künstlerische Inspiration .",4,469,23,28.0,134.0,C1,50.16,C1
“ Rudolf Häntzschel hatte eine körperliche Behinderung.,1,321,7,13.0,120.0,A2,48.47,A2
"Ja, wollen wir mal… HILDEGARD SCHWEINSBERG: Pogi, noch ein Bier?",0,465,10,24.0,128.0,A1,86.71,A1
"Im Park wollen die Drei zusammen essen, trinken und Fußball spielen.",1,493,11,,,A2,85.69,A2
Es fühlt sich normalerweise nicht schlimm an.,2,457,7,8.0,116.0,B1,89.75,B1
Dann wage ich mich zaghaft hinaus und öffne den Kasten mit unruhig klopfendem Herzen.,5,unknown,14,,,C2,74.19,C2
Wollen wir an den See fahren?,0,501,6,,,A1,116.15,A1
Am Morgen kommt der Regen.,0,450,5,6.0,111.0,A1,83.32,A1
Heutzutage kommen Bilder und Texte per Datentransfer in den Betrieb.,2,312,10,15.0,122.0,B1,61.33,B1
"Eigentlich müsste ich mich mit meinem Beruf nicht verstecken, könnte stolz auf ihn sein.",5,unknown,14,,,C2,91.11,C2
Für die Fußgänger bleibt das ein ganz normaler Zebrastreifen.,2,683,9,,,B1,87.72,B1
Für andere spielt der Fitness- und Gesundheitsaspekt eine größere Rolle.,3,317,10,14.0,122.0,B2,78.25,B2
"Die Vermittlung literaturhistorischer und literaturtheoretischer Kenntnisse soll die Studierenden in die Lage versetzen, das eigene künstlerische Schaffen stilkritisch und literaturwissenschaftlich zu analysieren und literaturhistorisch zu begründen.",5,unknown,26,,,C2,-5.68,C2
"So war Wilhelm zehn Jahre alt, als er von seinem Onkel eine gehörige Tracht Prügel bezog, weil er einem Dorfbewohner die Pfeife mit Kuhhaar gefüllt hatte.",5,284,26,40.0,152.0,C2,70.47,C2
"Täglich quillt unser Briefkasten über, wir ertrinken in einer Flut von Briefen, die man nicht vernachlässigen darf.",5,unknown,17,,,C2,71.14,C2
"Das heißt, eine einzelne Firma verdient an jedem Nutzer hunderte bis tausende Dollar pro Jahr.",3,470,15,19.0,129.0,B2,73.17,B2
"Das Wort „Miasma“ stammt aus dem Griechischen und bedeutet so viel wie „übler Dunst“, aber auch „Ansteckung“.",4,325,17,32.0,138.0,C1,71.14,C1
"Doch später verfiel die Käserei, das Erbe geriet in Vergessenheit .",4,486,11,19.0,125.0,C1,86.71,C1
"Es gibt nur vier Millionenstädte: Berlin, Hamburg, München und Köln.",1,611,10,,,A2,69.79,A2
Mit Interrail umsonst durch Europa Mit dem Interrail-Ticket kann man durch ganz Europa reisen.,1,466,14,21.0,125.0,A2,57.27,A2
Es hofft auf einen offeneren Umgang mit dem Thema Tod.,3,293,10,14.0,120.0,B2,86.71,B2
Die Gegner des Ancien Regime fühlen sich durch die zur Schau gestellte Dominanz des Polizeiapparates provoziert.,5,unknown,16,,,C2,72.16,C2
"Und wir haben verschiedene Sorten, Trüffel .",0,461,7,12.0,115.0,A1,90.77,A1
Die Brösel werden jetzt nur vorsichtig angedrückt .,1,473,8,14.0,119.0,A2,64.37,A2
Ich war damals 22 Jahre alt.,0,545,6,,,A1,116.15,A1
"Wenn man an einer Stelle drückt, verteilt sich der Druck auf die ganze Oberfläche und konzentriert sich nicht nur auf einen Punkt.",4,635,22,,,C1,82.99,C1
Sie zeigt die berühmte Preußenkönigin Luise.,1,485,6,13.0,119.0,A2,99.23,A2
In meinem Land Sri Lanka gibt es solche Blumenfeste nicht.,1,458,10,13.0,118.0,A2,86.71,A2
Rotationsmaschinen werden auch heute noch hauptsächlich zum Druck von Zeitungen eingesetzt.,3,312,11,15.0,127.0,B2,26.47,B2
Statistisch gesehen gehen etwa 500. 000 Verletzungen jährlich auf ihr Konto.,3,317,11,17.0,127.0,B2,65.89,B2
"In Tracht auf die Wiesn Für viele ist es ein Muss, das Oktoberfest in Lederhosen und Dirndl zu besuchen.",3,320,19,27.0,133.0,B2,69.11,B2
"Da fehlt die Dimension der problematisierenden Versprachlichung einer persönlichen existenziellen Erfahrung, eine Erfahrung des Reisens ins Neue, ins noch Unbekannte.",5,313,20,37.0,148.0,C2,25.8,C2
"Die Prüfkriterien stehen in der Straßenverkehrszulassungsverordnung, kurz StVZO.",4,299,8,20.0,129.0,C1,29.52,C1
Sie geht zur Kasse und gibt dem Verkäufer ihre Karte.,1,538,10,,,A2,112.09,A2
"Wir hatten dort so viel Hunger erlebt, Obdachlosigkeit, verlorene oder zerbrochene Träume, Demütigung, Angst, Terror, Armut, Folter, Ungerechtigkeit und Unterdrückung.",5,unknown,20,,,C2,42.72,C2
Der lateinische Begriff für „Ort“ ist „locus“.,2,316,7,14.0,120.0,B1,81.29,B1
Die „Alpenjuwelen“ sind ein Weitwanderweg auf leichten bis maximal mittelschweren Bergwegen und sind als Weitwanderungen für Einsteiger gedacht .,2,476,19,36.0,146.0,B1,27.83,B1
Er nimmt die Tasche und geht zu seinem Auto.,0,476,9,,,A1,104.64,A1
"Nur wer seinen Schmerz hört, gönnt sich Pausen und Phasen des Rückzugs.",5,unknown,12,,,C2,93.14,C2
"Denn bis dahin war er ihnen mehrfach erschienen, sie spürten seine Gegenwart.",4,304,12,17.0,127.0,C1,84.68,C1
Und gehört einfach zum Leben dazu.,1,291,6,7.0,110.0,A2,99.23,A2
"Zeigt das Thermometer 30 Grad Celsius oder mehr, dann arbeitet unser Körper auf Hochtouren!",2,599,14,,,B1,57.27,B1
"Es gibt keine absolute Antwort auf die Frage nach dem Wann, aber Richtwerte.",3,696,13,,,B2,92.12,B2
Eine der Organisatorinnen ist Natalie Wasserman.,0,446,6,11.0,114.0,A1,31.55,A1
"Auch Kümmel ist ein traditionelles Gewürz, mit dem man gerne Kohlgerichte oder Bratkartoffel verfeinert.",3,612,14,,,B2,74.19,B2
"Doch als ein parkendes Fahrzeug den Parkplatz verließ, nahm mir ein Mercedes den Parkplatz weg, obwohl ich bereits blinkend in Warteposition stand.",5,unknown,22,,,C2,57.61,C2
"Wenn jetzt eine Mücke einen Elefanten stechen will, dann hat sie wirklich ein Problem.",3,715,14,,,B2,74.19,B2
"Die bisher solitären,,Lichtinseln"" einer Stadt verschmelzen zu einem viel stärker zusammenhängenden Lichtraum, der vergleichsweise nur noch vereinzelt düstere Nischen erlaubt.",5,unknown,20,,,C2,25.8,C2
"Um auf dieses Problem aufmerksam zu machen, ließen die Macher des Gumshoe 250 Kilogramm Kaugummi von den Straßen der niederländischen Metropole aufsammeln .",4,462,23,37.0,149.0,C1,57.61,C1
"Angesichts der gegenwärtigen Lage muss man anerkennen, dass die wirtschaftlichen Restriktionen, die hierzulande zu beobachten sind, im Vergleich zu den Belastungen, mit denen die russische Bevölkerung konfrontiert ist, immer noch deutlich geringer ausfallen.",5,unknown,33,,,C2,21.06,C2
Das Buch von Herrn Schmidt steht nicht mehr im Regal.,2,503,10,,,B1,86.71,B1
"Natürlich ist es ein Segen, wenn der Schmerz schwerkranker Menschen gelindert werden kann.",5,unknown,13,,,C2,75.2,C2
Statt Autos mit Verbrennungsmotor werden dort jetzt Elektroautos produziert.,2,294,9,16.0,123.0,B1,28.5,B1
"Denn diese Dienstleistung wird nicht nur vom TÜV, sondern auch von Konkurrenzunternehmen wie DEKRA oder freien Prüfern angeboten, die zum Beispiel zu Autowerkstätten kommen.",4,299,24,36.0,153.0,C1,55.58,C1
"Zwar sei diese Art des Trainings für den Geist anstrengend, aber auch konstruktiv, weil man geistig in Form bleibe.",4,316,19,29.0,137.0,C1,86.03,C1
"Während der Kriegsjahre in Syrien hatten die Schwalben darauf bestanden, jedes Jahr an denselben Ort zurückzukehren, trotz der großen Wahrscheinlichkeit, dass die Gebäude dort jederzeit zerstört werden könnten oder bereits dem Erdboden gleichgemacht waren.",5,unknown,34,,,C2,45.43,C2
"In einer Studie wurden sie 2017 befragt, welchen Marken einer Branche sie am meisten vertrauen.",3,443,15,21.0,130.0,B2,73.17,B2
Und was ist für die Schüler das Schwierigste?,2,307,8,11.0,116.0,B1,105.66,B1
Theoretisch könnten wir beim Essen sogar auf dem Kopf stehen.,3,694,10,,,B2,61.33,B2
"In Spanien und Griechenland gelten übrigens Dienstage, die auf den 13. eines Monats fallen, als Unglückstage.",4,621,16,,,C1,80.28,C1
Er wollte seinen Mülleimer leeren und verließ deshalb kurz seine Wohnung im zweiten Stock.,2,719,14,,,B1,82.65,B1
Moritz im Herzen der Alpen .,0,461,6,7.0,112.0,A1,117.16,A1
"Hier ist der Diesel anteil im Jahr 2017 um mehr als 8 Prozent in Spanien gesunken, in Deutschland um rund sieben Prozent.",3,443,22,29.0,134.0,B2,91.45,B2
Sie schreiben eine Prüfung und sind bestens vorbereitet.,2,639,8,,,B1,71.82,B1
Damals war die Straßenbahn recht langsam: Sie fuhr nur etwa 20 Stundenkilometer (km/h).,2,710,13,,,B1,75.2,B1
Bei Führungen können Touristen dort die Natur erleben.,2,471,8,11.0,116.0,B1,71.82,B1
"Die Kunden suchen sich die Ware selbst aus, die etwa in Regalen liegt oder auf Kleidergestellen, Ständern, hängt.",2,301,18,27.0,133.0,B1,78.59,B1
Vielmehr wol- len wir einen Überblick über den aktuellen Stand der Forschung im Bereich der »kosmetischen Pharmaka« geben – eine Grundvoraussetzung zur Lösung der ethischen Herausforderung des Hirndopings.,5,unknown,28,,,C2,44.07,C2
15 Minuten später kommt der Kellner mit dem Essen zurück.,1,525,10,,,A2,95.17,A2
"Sein erster Halt ist Prag – eine Stadt, die er nicht nur schön findet, sondern in der er auch viel über die Geschichte lernt.",4,466,24,29.0,135.0,C1,90.43,C1
"Keine zehn Pferde bringen ihn in diese Stadt, sagt Schauspieler Helmut Berger, der die Rolle des Königs in Luchino Viscontis Film aus dem Jahr 1972 spielt.",4,308,26,39.0,151.0,C1,70.47,C1
"Da eine Raumstation in 24 Stunden 16-mal um die Erde fliegt, geht die Sonne alle 90 Minuten einmal auf und einmal unter.",4,747,22,,,C1,74.53,C1
Heute haben Wohnungen bessere Fenster und Heizungen.,1,595,7,,,A2,64.37,A2
"Sie sitzen am liebsten auf Mobiltelefonen, Handcremes und Lippenstiften.",0,584,9,,,A1,28.5,A1
"So genannte Savants, Menschen mit Inselbe- gabungen, demonstrieren auf eindrucksvolle Weise, dass bestimmte Anteile der Intelligenz überaus steigerungsfähig sind.",5,unknown,19,,,C2,35.27,C2
An zweiter Stelle kommen die Philippinen und an dritter Stelle Indien.,1,713,11,,,A2,68.77,A2
"„Ach, was muss man oft von bösen Kindern hören oder lesen.",4,284,11,15.0,121.0,C1,111.07,C1
"Sie denken, eine Stunde ist immer eine Stunde?",2,689,8,,,B1,105.66,B1
"Ich gehöre zu der Generation von Kindern, die ohne Fernsehen oder zumindest mit wenig Fernsehen und ohne Computer und digitaler Welt aufgewachsen ist, und so gab‘s genügend Zeit und Raum, um mit dem vorhandenen Material irgendwie zu basteln.",4,442,38,50.0,161.0,C1,32.91,C1
Jetzt ist unser Sohn hier bei uns.,0,492,7,,,A1,89.75,A1
“ Wegen seiner mangelnden Schulbildung stieg Alois Hitler in der Karriereleiter nicht weiter nach oben.,4,292,15,21.0,129.0,C1,48.81,C1
Er lebt und arbeitet in Deutschland.,0,491,6,,,A1,73.85,A1
Die Bedingungen in den beiden Einrichtungen sind sehr unterschiedlich.,2,478,9,10.0,118.0,B1,28.5,B1
Sie liest und liest und liest.,0,525,6,,,A1,73.85,A1
"Im Gegensatz zur Praxis in der Schweiz ist es in Deutschland gängige Tradition, dass der Sarg während der vor der Beisetzung abgehaltenen Trauerfeier präsent ist.",5,unknown,25,,,C2,63.02,C2
"Es ist interessant zu sehen, wie sich der Wasserhaushalt von Bäumen verändert, wenn sie Stress haben.",4,684,16,,,C1,72.16,C1
Im Rhythmus vibrierende Gürtel ersetzen den Bass .,3,446,8,12.0,119.0,B2,38.99,B2
"Hier auf dem Silvaplanersee, nur sieben Kilometer von St.",1,461,9,15.0,121.0,A2,53.88,A2
Und das Kind kann später Probleme mit dem Rücken bekommen.,2,707,10,,,B1,86.71,B1
"Also, die Eroberung eines Berges zu Fuß ist schon [etwas] ganz anderes, als wie wenn man es mit der Seilbahn erobert.",3,306,21,35.0,140.0,B2,75.54,B2
Lotta ist acht Jahre alt und geht in die dritte Klasse.,0,519,11,,,A1,102.61,A1
Die Tiere arbeiten mit verschiedenen Tricks.,1,626,6,,,A2,56.93,A2
"Die meisten ihrer bahnbrechenden Arbeiten seien unter dem Einfluss von Wachmachern und kon- zentrationsfördernden Mitteln entstanden; nur so habe sie dem ungeheuren Druck standhalten können, in immer kürzerer Zeit neue Ergebnisse produzieren und große Summen Drittmittel ein- werben zu müssen.",5,unknown,40,,,C2,22.42,C2
„Der Stammtisch ist jeden Mittwoch um neunzehn Uhr.,0,487,8,,,A1,80.28,A1
