sentence,difficulty,text_id,sentence_length,sentence_tokens,total_tokens_per_call,difficulty_reviewed,readability
Das aber war am Anfang auch nicht.,B2,460,7,8.0,112.0,A1,106.67
Und dadurch hängt sie schön drinnen.,B2,458,6,8.0,114.0,A1,99.23
Das sieht lustig aus und Dina muss lachen.,A1,496,8,,,A1,105.66
“ Tim sieht auf den Spielplan.,A2,526,6,,,A1,117.16
Um zehn Uhr öffnet das Bad wieder.,A1,486,7,,,A1,115.13
Er lebt und arbeitet in Deutschland.,A1,491,6,,,A1,73.85
Max und Lena sehen sich an.,A2,537,6,,,A1,99.23
Mona und Amira gehen zur Polizei.,A1,518,6,,,A1,99.23
"Toller Mann, toller Sänger, toller Entertainer !",B2,469,7,14.0,118.0,A1,73.85
Links neben Sandra steht ein Mann.,A1,514,6,,,A1,90.77
Es ist schon spät am Abend.,A1,522,6,,,A1,116.15
Mirkos Eltern leben nicht in Deutschland.,A1,491,6,,,A1,90.77
Chefkoch Markus Brunner hilft gerne mit.,B2,473,6,9.0,114.0,A1,90.77
Und zum Schluss: die Maske !,B2,484,6,8.0,112.0,A1,117.16
"Haben Sie dafür gestimmt, für diesen .",B2,454,7,10.0,114.0,A1,99.23
In der Tasche sind Gläser und Teller.,A1,493,7,,,A1,89.75
"Viele Grüße, Anastasia Wagner“

Anastasia ist glücklich.",A1,466,7,,,A1,30.53
Wir sehen uns dann am Samstag.,A1,466,6,,,A1,90.77
Jeden Samstag spielt er mit seinen Freunden.,A1,475,7,,,A1,64.37
Also zieht Willi seine Kleidung und seine Schuhe aus.,A1,490,9,,,A1,96.18
All die Menschen hier sind wundervoll.,B2,453,6,9.0,113.0,A1,56.93
Andreas holt die Teller und Gläser aus der Tasche.,A1,493,9,,,A1,87.72
Tim setzt sich und sieht aus dem Fenster.,A1,524,8,,,A1,88.74
Die Drei kommen im Park an.,A1,493,6,,,A1,99.23
Berlin-Kreuzberg: eine besonders beliebte Wohngegend .,B2,479,6,14.0,118.0,A1,66.4
In der WG von Lena und Max ist ein Zimmer frei.,A2,536,11,,,A1,102.61
Also geht Hannah zu dem Jungen.,A1,504,6,,,A1,73.85
"1. 200 Höhenmeter , zwei Künstler, ein Berg und ein Bett.",B2,450,11,16.0,122.0,A1,95.17
1. Seine Mannschaft ist im Finale!,A2,527,6,,,A1,99.23
"Jo, ich hab’s gefunden.",B2,463,4,7.0,110.0,A1,75.88
Mallorca ist eine Insel in Spanien.,A1,481,6,,,A1,73.85
"Bei der Recherche, bei den Interviews.",C1,290,6,8.0,112.0,A1,90.77
Lena ist eine Freundin von ihnen.,A1,493,6,,,A1,90.77
"Links und rechts sieht Lukas Bäume, Blumen und Berge.",A1,476,9,,,A1,104.64
Laura hat den Platz Nummer 11 und ihr Freund hat den Platz Nummer 12. Das Kino ist nicht groß.,A1,509,19,,,A1,87.21
Sie isst das Brot und trinkt den Kaffee.,A1,466,8,,,A1,105.66
Er heißt Faust und hat schwarz-weißes Fell.,A2,542,7,,,A1,115.13
Die Berge in der Schweiz sind schön.,A1,468,7,,,A1,115.13
Sie sitzen alle zusammen in einem Bus.,A1,521,7,,,A1,106.67
"An Anastasia Wagner
„Anastasia Wagner .",A1,466,6,,,A1,-18.21
„Am Mittwochabend kann ich leider nicht.,A1,488,6,,,A1,99.23
Die alte Dame zeigt ihr die Handtasche.,A2,529,7,,,A1,106.67
“ Sie sitzen sehr lang auf dem Sofa und reden.,A2,545,10,,,A1,96.18
Willi bringt seinen Koffer in die Wohnung.,A1,489,7,,,A1,89.75
"Im Restaurant kann man viel essen: Pizza, Spaghetti, Salat, Suppe.",A1,525,10,,,A1,78.25
"Emil ist glücklich, denn er hat jetzt zwei Hobbys: Fußball und Zeichnen.",A1,467,12,,,A1,76.22
Dann geht Tanja aus dem Geschäft.,A1,507,6,,,A1,99.23
Ein Mann ist in einem Zelt in einem dunklen Wald und hat Durst.,A2,590,13,,,A1,100.58
Dann gibt er Dina den Hund.,A1,496,6,,,A1,99.23
Anna war noch nie in Berlin.,A2,540,6,,,A1,99.23
"„Das sieht sehr schwer aus“, sagt Emil.",A1,467,7,,,A1,106.67
Aber auf dem Boden liegt etwas.,A1,474,6,,,A1,90.77
Die zwei Frauen hören zusammen Musik.,A1,465,6,,,A1,99.23
Mir gefällt es ganz gut.,B2,485,5,6.0,110.0,A1,117.16
Ganz saubere Trennung .,B2,468,4,6.0,112.0,A1,93.81
Der Clown ist ihr Onkel Edward!,A1,496,6,,,A1,99.23
"Dann folgen Österreich, Frankreich und Schweden.",A2,700,6,,,A1,48.47
Sie sitzt vor der Tür und sagt leise Miau.,A1,522,9,,,A1,104.64
Vor einer Woche hat sie eine gefunden.,A1,503,7,,,A1,81.29
Die Stühle im Restaurant sind blau und die Tische sind gelb.,A1,483,11,,,A1,85.69
Dinas Vater gibt Dina ein Geschenk.,A1,495,6,,,A1,90.77
Am Morgen kommt der Regen.,B2,450,5,6.0,111.0,A1,83.32
Als Nächstes [gibt‘s] Churro - Cups mit Eis.,B2,459,8,17.0,120.0,A1,89.75
Laura und ihr Freund bleiben 30 Minuten im Kino.,A1,510,9,,,A1,87.72
Mona fährt langsam und hält an.,A1,517,6,,,A1,116.15
Und was ist das gesündeste Gemüse?,A2,704,6,,,A1,99.23
Fünf Minuten später sitzt Lukas im Auto und fährt.,A1,476,9,,,A1,104.64
Auch das Brot und die Äpfel findet Mohammed.,A1,511,8,,,A1,88.74
Er ist sehr alt und seine Haare sind weiß.,A1,514,9,,,A1,113.1
Danach spielt Dina mit dem Ballon.,A1,496,6,,,A1,90.77
Dann legt er alles auf den Boden.,A1,490,7,,,A1,106.67
"Hollerädiri, Hollerodiri, Hollerädiri, Hollerädiri, Hollerodiri, Hollerädiri, Hollerädiri, Hollerodiri, Hollerädiri, Hollerädiri, Hollerodiridiri.",C1,306,11,57.0,167.0,A1,111.07
Die beiden Freundinnen gehen zum Ball.,A2,531,6,,,A1,73.85
Ihre Oma kocht ein leckeres Mittagessen.,A2,544,6,,,A1,90.77
Er nimmt auch eine Jacke mit.,A1,489,6,,,A1,116.15
Und Ralf legt die Muffins auf die Teller.,A1,493,8,,,A1,105.66
"“, ruft Anna noch einmal ganz laut.",A2,542,7,,,A1,90.77
Im Lotto sind 90 Millionen.,B2,465,5,7.0,110.0,A1,66.4
Mona fährt mit ihrem Fahrrad in die Stadt.,A1,517,8,,,A1,114.12
Am Abend essen die Zwei in einem Restaurant.,A1,482,8,,,A1,88.74
„Schreiben Sie uns bitte Ihre Adresse auf.,A2,529,7,,,A1,115.13
In dem Boot sitzen drei Menschen.,A1,502,6,,,A1,99.23
Am Mittwoch gehen sie nach Palma.,A1,482,6,,,A1,99.23
"Mathilde: Für mich auch eine Suppe, eine Tomatensuppe.",A1,525,8,,,A1,88.74
Die Limonade kommt in den Kühlschrank und die Pizza in den Ofen.,A1,515,12,,,A1,93.14
Hier wohnt er für vier Tage.,A1,489,6,,,A1,90.77
Heute geht Thalia in die Uni.,A1,469,6,,,A1,116.15
"Zeichnen ist nicht schwer, das ist leicht.",A1,467,7,,,A1,64.37
Um 13 Uhr hat Hannah Mittagspause.,A1,503,6,,,A1,90.77
Sie trägt heute ein T-Shirt von Silbermond.,A1,469,7,,,A1,89.75
Sie legt es auf einen Teller.,A2,542,6,,,A1,99.23
Eine der Organisatorinnen ist Natalie Wasserman.,B2,446,6,11.0,114.0,A1,31.55
Die Rose ist für mich .,B2,456,6,6.0,109.0,A1,117.16
"Ja, ich auch nicht!",B2,454,4,6.0,109.0,A1,118.18
Thalia hat noch keine Freunde in der Uni.,A1,470,8,,,A1,105.66
Lotta und ihr Vater fahren zum Arzt.,A1,519,7,,,A1,106.67
Dinas Mutter sagt: „Guten Morgen Dina.,A1,495,6,,,A1,56.93
Also zuerst wird’s geschnitten und dann wird's vorsichtig geklopft .,B2,473,10,16.0,123.0,A1,79.26
Kellner: Und was möchten Sie bestellen?,A1,525,6,,,A1,90.77
Die Männer wollen das Auto holen.,A1,494,6,,,A1,90.77
Er ist groß und sieht lecker aus!,A1,495,7,,,A1,106.67
Heute fliegt Tim in den Urlaub.,A1,523,6,,,A1,116.15
Ab heute wohnt Emma in einem Haus.,A1,505,7,,,A1,106.67
Seine Haare sind grün und seine Nase ist rot.,A1,496,9,,,A1,113.1
Also möchte sie in die Bibliothek gehen und lernen.,A1,471,9,,,A1,79.26
Ein Festival ist eine Party für sehr viele Menschen.,A1,473,9,,,A1,79.26
Da soll ich jetzt rein?,B2,484,5,6.0,109.0,A1,100.24
"Dann eine leichte Wanderhose, die ebenfalls bei .",B2,476,8,10.0,116.0,A1,64.37
Fast 40. 000 Pädagogen fehlen in Deutschland.,B2,478,7,13.0,118.0,A1,81.29
"Sie guckt, was die anderen machen.",A2,535,6,,,A1,99.23
Der Lehrer bringt die Klasse in das Hotel.,A1,522,8,,,A1,105.66
Mirko setzt sich auf den Platz und der Zug fährt los.,A1,491,11,,,A1,102.61
Das ist das Brandenburger Tor.,B2,485,5,8.0,111.0,A1,66.4
Am Ende vom Festival sagt Jana: „Das war toll!,A1,465,9,,,A1,96.18
Er zeichnet seine Freunde und einen Fußball.,A1,467,7,,,A1,81.29
"Alles Gute und auf Wiedersehen, Frau Grün!",A1,506,7,,,A1,89.75
Danach tanzen und lachen sie viel.,A1,465,6,,,A1,116.15
"Lukas repariert das Auto
Lukas öffnet die Tür.",A1,468,8,,,A1,88.74
Fridolin: Ich hätte gerne eine Kartoffelsuppe.,A1,525,6,,,A1,90.77
Paiman ist 23 Jahre und Kurdin aus dem Irak.,B2,444,9,13.0,118.0,A1,104.64
“ Erna ist jetzt sehr traurig.,A1,473,6,,,A1,66.4
Die Fahrt ans Meer ist sehr lang.,A1,521,7,,,A1,115.13
Der Schah von Persien ist zu Besuch .,B2,460,8,12.0,115.0,A1,89.75
Also kann sich Sandra nicht setzen.,A1,514,6,,,A1,73.85
„Also zum einen gibt’s natürlich schon 5798 Bücher.,C1,308,8,13.0,117.0,A1,80.28
Nach 20 Minuten sind sie am See.,A1,501,7,,,A1,115.13
"Lena, Ralf und Andreas sind sehr froh.",A1,494,7,,,A1,106.67
Also fährt er heute an die Nordsee.,A1,489,7,,,A1,89.75
Das ist mein Buch.,B2,444,4,5.0,108.0,A1,118.18
"Das Schwimmbad ist rechts, neben dem Restaurant Stern.",A1,486,8,,,A1,88.74
Die Touristen machen dann z. B. Fahrradtouren.,A2,717,7,,,A1,89.75
Ich hatte zwei Pullover und eine Jacke an.,A2,545,8,,,A1,105.66
Lotta und ihr Vater gehen in ein Zimmer mit Stühlen und Tischen.,A1,520,12,,,A1,84.68
"Tim weiß nicht, was er machen soll.",A2,526,7,,,A1,115.13
In seiner Freizeit spielt er gern Fußball.,A1,475,7,,,A1,106.67
"U-Bahn-Linie 2, Hamburg, Haltestelle Emilienstraße.",B2,448,5,16.0,122.0,A1,-1.29
Es ist alles neuer.,B2,478,4,5.0,109.0,A1,118.18
Dann trifft der Ball den Vogel.,A1,493,6,,,A1,99.23
Es sind mehr als 7. 000!,A2,570,6,,,A1,116.15
Er findet die Eier und legt sie in seinen Korb.,A1,511,10,,,A1,95.17
Am Samstag hat sie auch Zeit.,A1,466,6,,,A1,99.23
Moritz im Herzen der Alpen .,B2,461,6,7.0,112.0,A1,117.16
Es ist groß und sehr alt.,A1,521,6,,,A1,116.15
Dann sitzt Emma ein paar Minuten auf dem Sofa.,A1,505,9,,,A1,96.18
Morgen besuche ich als Erstes das Brandenburger Tor.,A2,541,8,,,A1,46.44
Wir sind nicht so weit vom Strand.,B2,461,7,8.0,111.0,A1,115.13
Dann schreiben Sie mir bitte eine SMS.,A1,466,7,,,A1,115.13
Dinas Mutter ist auch im Wohnzimmer.,A1,496,6,,,A1,56.93
"Frauen sind im Schnitt 32,6 Jahre, Männer 35,1 Jahre alt.",A2,578,10,,,A1,103.63
"„Aber Oma, du schenkst mir Schuhe?",A2,527,6,,,A1,116.15
Tims Platz hat die Nummer 23. Er ist am Fenster.,A1,524,10,,,A1,100.24
„Das Schwimmbad schließt um sechzehn Uhr.,A1,486,6,,,A1,99.23
Draußen vor dem Haus stehen Timos Freunde.,A1,516,7,,,A1,81.29
Sie ist krank und liegt im Bett.,A1,519,7,,,A1,115.13
"“

Nach dem Essen setzen sich Maya und ihre Oma auf das Sofa.",A2,544,13,,,A1,84.68
Sie setzen sich auf eine Bank.,A1,502,6,,,A1,99.23
Nach vielen Stunden kommt Mirko an.,A1,492,6,,,A1,90.77
"Vor allem 26 PS , ne.",C1,294,6,8.0,112.0,A1,117.16
Er fährt mit seinem Auto zu einem Supermarkt.,A1,515,8,,,A1,80.28
"Mohammed gibt dem Mann die Eier, das Brot und die Äpfel.",A1,512,11,,,A1,102.61
“ Simon sieht einen kleinen braunen Fleck auf der weißen Tasche.,A2,528,11,,,A1,103.63
In der Schale gibt es ungefähr 10. 000 Mini- Poren.,A2,635,10,,,A1,100.24
Er hat ein halbes Dutzend davon.,C1,295,6,10.0,113.0,A1,116.15
_____________________________________________________ * Mit Beiträgen von Vanja Budde und Tim Schauenberg zum Thema,C1,295,12,18.0,124.0,A1,68.77
Sie wohnen in einer Stadt in Norddeutschland.,A1,501,7,,,A1,81.29
Emma hat jetzt keine Angst mehr.,A1,506,6,,,A1,90.77
Und das ist dann der Obatzter.,C1,319,6,9.0,112.0,A1,116.15
Die Wohnung ist klein und schön.,A1,489,6,,,A1,99.23
"Dort kauft er Pizza, Chips und Limonade.",A1,515,7,,,A1,89.75
Sie liest und liest und liest.,A1,525,6,,,A1,73.85
“ In dem Paket sind neue Fußballschuhe.,A2,527,7,,,A1,116.15
"“, sagt Mirkos Mutter und umarmt ihren Sohn.",A1,492,8,,,A1,106.67
In Sankt Johann im Pongau sind die Krampusse los .,B2,484,10,14.0,119.0,A1,87.72
Erster Einsatz an diesem Morgen: eine Baustelle.,B2,480,7,11.0,116.0,A1,81.29
Tom sieht sich die Angebote an.,A2,532,6,,,A1,99.23
Der Mann sitzt noch auf seinem Stuhl.,A1,502,7,,,A1,115.13
Sankt Johann am Morgen: Ich bin unterwegs in den Ort.,B2,484,10,13.0,120.0,A1,78.25
Bei allen unseren Bewegungen helfen uns 656 Muskeln.,A2,573,8,,,A1,71.82
Also gibt sie das Kleid zurück.,A2,531,6,,,A1,99.23
Das Restaurant im Hotel heißt „Stern“.,A1,485,6,,,A1,90.77
Der Bus hält an der Haltestelle „Marktplatz“.,A1,514,7,,,A1,81.29
An den Tischen sitzen viele Studenten.,A1,471,6,,,A1,73.85
Auf der Nase trägt er eine dicke Brille.,A2,537,8,,,A1,114.12
Wien – die Hauptstadt Österreichs.,B2,473,5,8.0,113.0,A1,50.5
Also fährt er mit dem Zug nach München.,A1,497,8,,,A1,105.66
Maya sieht ein großes Buch im Schrank.,A2,544,7,,,A1,115.13
Zuerst macht sie das Wasser heiß.,A2,535,6,,,A1,99.23
Du bist doch meine beste Freundin.,A2,531,6,,,A1,99.23
Willi zieht seine Kleidung und die Schuhe wieder an.,A1,490,9,,,A1,104.64
Es sind viele Schulen in Berlin.,B2,478,6,7.0,111.0,A1,116.15
Sie nimmt ein Handtuch und ihren Bikini aus dem Schrank.,A1,501,10,,,A1,95.17
Ich kann weder meinen Namen noch den meiner Familie schreiben.,B2,444,10,11.0,116.0,A1,69.79
Am Abend ruft Anna ihre Freundin Lisa an.,A2,541,8,,,A1,88.74
Eine Polizistin kommt zu Emmas Haus.,A1,506,6,,,A1,99.23
Und mit Schokolade … Wir haben spezielle Pralinen.,B2,461,8,12.0,119.0,A1,81.29
"„Komm, wir fahren an den See“, sagt Sofia und steht auf.",A1,501,11,,,A1,102.61
Jetzt sind alle Sachen im Wohnzimmer.,A1,505,6,,,A1,73.85
Sie fährt mit dem Bus nach Hause.,A1,504,7,,,A1,115.13
Das Wetter ist super: Die Sonne scheint und das Meer ist blau.,A1,482,12,,,A1,93.14
Dieses Gebiet nennt man das Donaudelta.,A2,572,6,,,A1,73.85
"Uff, warum ist er so schwer?",A1,505,6,,,A1,99.23
"Die sind arm – bettelarm , bettelarm.",B2,472,7,12.0,115.0,A1,49.48
Das Wasser ist blau und der Himmel ist grau.,A1,489,9,,,A1,96.18
Und zwar schon vor 4. 000 Jahren.,A2,598,7,,,A1,115.13
Also geht sie zur Kasse und bezahlt.,A1,507,7,,,A1,106.67
/ Ein Trainer ist ein Idiot!,C1,314,6,8.0,111.0,A1,83.32
Von den Frauen machen das nur 13 %!,A2,750,8,,,A1,115.13
Die Natur ist aber sehr schön.,A1,501,6,,,A1,116.15
Sandra steht an der Haltestelle „Kirche“.,A1,513,6,,,A1,73.85
Sie stehen in der Küche und öffnen den Kühlschrank.,A2,542,9,,,A1,96.18
"“

Viele Menschen antworten auf die Anzeige.",A2,536,7,,,A1,99.23
Dann zieht sie ihre Jacke an und geht nach Hause.,A1,508,10,,,A1,112.09
Dann gibt sie Emma die Uhr.,A1,506,6,,,A1,99.23
"Da war der Motorraum, der Deckel hier kaputt.",C1,294,8,13.0,117.0,A1,63.36
"„Alex, das Wetter ist heute so schön.",A1,501,7,,,A1,106.67
"Wir haben oben im Hochmünster … haben wir den Karlsthron , der auch von .",B2,474,15,21.0,123.0,A1,93.14
Beide Frauen wohnen mit ihren Familien in der Sprengelstraße.,C1,297,9,13.0,122.0,A1,62.34
Sie möchte die Stadt morgen besuchen.,A2,540,6,,,A1,90.77
Im Supermarkt nimmt Anna einen Einkaufswagen.,A1,499,6,,,A1,48.47
"Cruffins , die sind einfach superlecker!",B2,459,6,11.0,114.0,A1,49.48
Der Zug ist immer noch nicht da.,A1,523,7,,,A1,106.67
"„Oh nein, warum tut mein Bein weh?",A1,475,7,,,A1,115.13
Der Falkenstein ist nämlich 381 Meter hoch.,C1,321,7,11.0,115.0,A1,81.29
"Wir wollen weg, wir wollen nach Ungarn.",B2,472,7,10.0,113.0,A1,106.67
Der Teig ist so weit .,B2,459,6,7.0,110.0,A1,117.16
Er sitzt allein auf einer Bank.,A1,475,6,,,A1,99.23
Sie trifft sich jede Woche oder jeden Monat.,A1,487,8,,,A1,105.66
Dann geht sie traurig nach Hause.,A2,531,6,,,A1,99.23
Anna kauft ein Zugticket für den nächsten Tag.,A2,541,8,,,A1,80.28
"“

Mohammed gibt ihm das Geld.",A1,512,6,,,A1,100.24
"Das kann man, das kann man lernen.",B2,465,7,9.0,113.0,A1,106.67
Auch der Bambus ist eine Grassorte.,A2,712,6,,,A1,90.77
Er heißt Ben und ist ein Jahr alt.,A1,495,8,,,A1,114.12
"„Mein Fahrrad ist weg“, sagt Mona.",A1,518,6,,,A1,116.15
„Ein robustes Auto.,C1,294,3,6.0,109.0,A1,59.97
"Hier kann man segeln, Boot fahren, schwimmen.",C1,306,7,12.0,117.0,A1,89.75
Lotta und ihr Vater fahren zu einem anderen Arzt.,A1,520,9,,,A1,96.18
Nach einer Stunde kommt der Schaffner.,A1,497,6,,,A1,90.77
"Sie sitzen am liebsten auf Mobiltelefonen, Handcremes und Lippenstiften.",A2,584,9,,,A1,28.5
"Mohammed will viel kaufen: Eier, Brot, Äpfel und Milch.",A1,511,9,,,A1,104.64
"‘ Aber wenn Sie ‘ne geile Küche haben: ‚Boah, das ist ja toll.",C1,315,13,19.0,124.0,A2,110.06
"Also, da kann ich nur allen sagen: Kopf hoch, probieren!",C1,316,10,15.0,119.0,A2,95.17
"Wir grüßen uns, das ist aber auch schon viel wert .",B2,472,11,13.0,118.0,A2,112.09
“ Das Bestattervelo ist eine Sonderanfertigung.,C1,293,6,12.0,118.0,A2,-1.29
Jede Person kann maximal 50 Kilo abgeben.,A2,733,7,,,A2,64.37
"Also das ist irgendwie so ‘n Druck , der so weggeht.",B2,441,11,14.0,120.0,A2,78.25
Ist mal was ganz anderes.,B2,485,5,6.0,111.0,A2,100.24
Deutschland ist also ein waldreiches Land.,A2,669,6,,,A2,48.47
Im Hotel Schöndorf kann man viel machen.,A1,485,7,,,A2,89.75
2. Bürokisten Obst und Gemüse sind hier ganz klein geschnitten.,A2,740,10,,,A2,86.71
Heißer Tee zum Beispiel ist viel besser.,A2,706,7,,,A2,106.67
Der Kommunismus in der Tschechischen Republik ist Geschichte .,B2,466,9,13.0,120.0,A2,46.44
Alle haben viel Spaß und tanzen bis in die Nacht.,A2,531,10,,,A2,112.09
In meiner ersten Woche habe ich drei Teller fallen lassen!,A2,529,10,,,A2,78.25
Als Erinnerung an einen ganz besonderen Ort.,B2,452,7,8.0,115.0,A2,89.75
Seit rund 30 Jahren macht sie beim Narzissenfest mit.,B2,458,9,14.0,118.0,A2,104.64
Bad Nauheim feiert Elvis Bad Nauheim feiert jedes Jahr am 16. August den Todestag des King of Rock ’n’ Roll.,B2,469,20,31.0,137.0,A2,103.63
Das ist aber noch nicht alles.,A2,626,6,,,A2,116.15
Wie lautete das richtige Passwort noch mal?,C1,316,7,9.0,114.0,A2,106.67
"Oft auch Socken, Unterwäsche, Brillen, weiße T-Shirts auf der weißen Bettdecke oder Schuhe unter dem Bett.",A2,617,16,,,A2,89.08
"Sie geht in die Stadt, um ein neues Kleid zu kaufen.",A2,530,11,,,A2,111.07
"/ [Ja], weil es Tradition ist und weil ich’s schön finde.",C1,320,11,15.0,118.0,A2,95.17
", weil er die Sonne als Lieblingssymbol benutzte.",C1,308,8,12.0,118.0,A2,89.75
Das kann man nicht erklären.,B2,465,5,6.0,110.0,A2,100.24
"Für 25 Minuten geht’s nun in den Ofen, bei 200 Grad Celsius.",B2,459,12,18.0,121.0,A2,101.6
Ich will in den Skiurlaub und das wird bestimmt teuer.,B2,449,10,12.0,119.0,A2,95.17
Die meisten Jugendlichen gehen sehr gern ins Kino.,C1,307,8,9.0,115.0,A2,80.28
"Außerdem hilft es, die Augen zu reinigen.",A2,601,7,,,A2,64.37
"“, antwortet der Mann und gibt Emil das Heft und den Stift.",A1,467,12,,,A2,111.07
"„Die Fahrt mit dem Boot war super“, sagt Sofia.",A1,502,9,,,A2,104.64
Er nimmt Lottas Hand und geht aus dem Zimmer.,A1,520,9,,,A2,96.18
Angeln ist bei jungen Leuten wieder in.,B2,467,7,9.0,114.0,A2,89.75
"Hier noch ein paar interessante Zahlen: Mit uns zusammen leben 15,2 Millionen Katzen und 10,6 Millionen Hunde.",A2,587,17,,,A2,62.68
Und ihre Muskeln sind noch schwach.,A2,707,6,,,A2,116.15
Im Durchschnitt bezahlen sie 15. 000 Euro.,B2,483,7,11.0,117.0,A2,89.75
“Dann singen Dinas Eltern ein Geburtstagslied für ihre Tochter.,A1,495,9,,,A2,79.26
Es ist Sommer und sie fahren mit ihrer Klasse ans Meer.,A1,521,11,,,A2,102.61
Und dass das wirklich was erreichen wird – dass wir werden was erreichen.,B2,460,13,14.0,119.0,A2,67.76
"Wir müssen ihn suchen“, antwortet Anna.",A2,542,6,,,A2,99.23
"Auf einer Straße gibt es ein großes Spielfeld mit zehn mal zehn Feldern, also mit insgesamt 100 kleinen Feldern.",A2,692,19,,,A2,77.57
Jetzt gibt es keinen Platz mehr im Bus.,A1,514,8,,,A2,105.66
"Wenn Mirko alt ist, zieht er vielleicht in ein Dorf.",A2,533,10,,,A2,103.63
Im Internet findet er Informationen zu einem Deutsch-Stammtisch.,A1,487,8,,,A2,37.98
Moritz ist ein bekannter Wintersportort in der Schweiz.,B2,461,8,13.0,118.0,A2,80.28
Mit dem Kaffee geht Mirko zurück zum Gleis.,A1,492,8,,,A2,105.66
Morgen will er wieder im Meer schwimmen.,A1,490,7,,,A2,89.75
"„Ich weiß nicht, welche Wohnung die beste für mich ist.",A2,532,10,,,A2,103.63
Du kannst nächste Woche wieder herkommen.,A2,545,6,,,A2,90.77
Also müssen Laura und Kilian nicht lange suchen.,A1,509,8,,,A2,80.28
"Hier auf dem Silvaplanersee, nur sieben Kilometer von St.",B2,461,9,15.0,121.0,A2,53.88
"Also, die können es uns nicht wegnehmen.",B2,460,7,10.0,113.0,A2,81.29
Anastasia nimmt den Brief und geht wieder in die Küche.,A1,474,10,,,A2,95.17
"Daher kann ich sagen, die ist noch scharf , die ist noch nicht explodiert .",B2,480,15,20.0,125.0,A2,92.12
Und damit für die Wissenschaftler für immer verloren.,B2,475,8,10.0,116.0,A2,80.28
Sie nimmt ihre Tasche und steigt aus dem Zug aus.,A2,541,10,,,A2,112.09
Obst und Gemüse ist immer Anziehfaktor hier im Laden.,B2,438,9,14.0,120.0,A2,79.26
Sie beginnt ein Studium und heute ist der erste Tag.,A1,469,10,,,A2,78.25
Dort gibt es schöne Strände und viele Menschen machen dort Urlaub.,A2,717,11,,,A2,102.61
Also will Mirko mit dem Zug nach Spanien fahren.,A1,491,9,,,A2,104.64
"/ Da lach ich mir doch ‘n Arsch ab, echt!",C1,314,10,14.0,118.0,A2,104.64
Der Gumshoe: der erste Turnschuh aus recyceltem Kaugummi .,B2,462,9,18.0,123.0,A2,46.44
Aber das wollte ich auch nicht.,C1,312,6,7.0,111.0,A2,116.15
Angela besucht mit den Kindern auch mal eine Moschee.,C1,297,9,11.0,118.0,A2,96.18
Also kann er die Fahrkarte bezahlen.,A1,498,6,,,A2,99.23
Dann nehmen sie ihre Sachen und gehen zum Boot.,A1,501,9,,,A2,113.1
Also ruft er im deutschen Restaurant an.,A1,483,7,,,A2,89.75
Ab wann kann ein kleines Kind eigentlich laufen?,A2,696,8,,,A2,114.12
Typische Beilage zum Schnitzel ist ein Kartoffelsalat.,B2,473,7,14.0,119.0,A2,64.37
Englisch „Bluetooth“ heißt übersetzt nämlich nichts anderes als „Blauzahn“.,A2,583,9,,,A2,53.88
Am nächsten Tag kommt die alte Dame wieder ins Café.,A2,529,10,,,A2,103.63
Also man kennt seine Gäste alle.,B2,465,6,7.0,112.0,A2,90.77
Also nimmt sie ihn und geht in eine Umkleidekabine.,A1,507,9,,,A2,79.26
"Schulvergleich: privates Internat und staatliche Schule Björk Lucas geht auf eine Privatschule, Tom Colm auf eine staatliche Schule.",B2,478,18,32.0,140.0,A2,70.13
Und dann wird es auch ein bisschen teurer.,B2,464,8,10.0,115.0,A2,88.74
Moritz und die frische Bergluft allemal .,B2,461,7,12.0,115.0,A2,99.23
Auf anderen Fotos ist sie schon eine alte Frau.,A2,544,9,,,A2,96.18
Sie sitzen zusammen auf dem Balkon und reden.,A2,533,8,,,A2,88.74
“ Malte braucht für seinen Beruf viele Anzüge und Krawatten.,C1,301,10,15.0,122.0,A2,104.64
"Also, das gilt für beide Seiten.",C1,301,6,8.0,111.0,A2,73.85
Wie gesagt: Eine Menge Aufwand mit dem Blog.,B2,459,8,10.0,116.0,A2,114.12
"Dann sieht sie einen jungen Mann, der eine schwarze Hose und ein schwarzes T-Shirt trägt.",A2,539,15,,,A2,98.55
