sentence,difficulty,sentence_length
Es ist das Fest der Liebe und der Geschenke.,A2,9
Er will nicht zu spät kommen.,A2,6
Licht kann sich jeder leisten.,A2,5
"Sein Flug ist um 10:00 Uhr, aber Tim will früh am Flughafen sein.",A2,13
Es gibt so viele Wohnungen.,A2,5
"Tims Zug fährt in 10 Minuten, aber er ist noch nicht da.",A2,12
Und Charles wird es auch gut machen.,A2,7
„Ja gern.,A2,2
Dann gibt er Dina den Hund.,A2,6
"Der Film ist noch nicht zu Ende, aber Laura und Kilian gehen aus dem Kino.",A2,15
"„In der Goethestraße“, antwortet der alte Mann.",A2,7
Kellner: Und was möchten Sie bestellen?,A2,6
Die ganze Familie kommt.,A2,4
Er geht durch den Zug und sucht einen Platz.,A2,9
"„Es tut mir sehr leid, Oma.",A2,6
Dann steigt er aus.,A2,4
"„Aber Oma, du schenkst mir Schuhe?",A2,6
Um kurz vor 10 fährt Thalia mit dem Bus.,A2,9
In der Stadt sind viele Geschäfte in der Nähe.,A2,9
"Danach muss Marie die Zutaten für die Soße holen: Zwiebeln, Tomaten und Basilikum.",A2,13
Außerdem fuhr ich mit der Tram.,A2,6
Tim steigt ein.,A2,3
"Alles an Salat, und mit Knoblauch und scharfer Soße.",A2,9
Nach fünf Minuten kocht es schon.,A2,6
Der nächste Tag heißt Neujahr und ist auch ein Feiertag.,A2,10
Herzlichen Glückwunsch zum Geburtstag. “Ihr Vater lacht und sagt:,A2,9
"Sag ihr, ich denke an sie.",A2,6
Um 10.,A2,2
Soll sie allein auf das Festival gehen?,A2,7
"Willst du Salat auch komplett haben, oder …?",A2,8
dein Handy heute Morgen. “,A2,5
Mai ist ein Feiertag für die Rechte der Arbeiter.,A2,9
Marie erzählt Leonie von dem Problem.,A2,6
Dort ist die Luft besser als in der Stadt.,A2,9
Dann muss ich meistens noch Hausaufgaben machen.,A2,7
Ich mag nicht alle Schulfächer gleich gerne.,A2,7
Am Abend vor dem ersten Schultag kam Renate uns besuchen.,A2,10
Mit Öl fährt das Auto viel besser.,A2,7
„Ich habe eine Schlange.,A2,4
Im Fußballverein findet Alpha Dia schließlich Freunde.,A2,7
Familie Müller nimmt sie mit in das Flugzeug.,A2,8
Anschließend gingen wir zum Elektromarkt und kauften den Fleischwolf.,A2,9
„Kann ich zum Single-Café kommen? “Der Mann lacht.,A2,8
Sie möchte die Stadt morgen besuchen.,A2,6
"„Tim, am Samstag feiere ich meinen 70.",A2,7
„Das ist doch egal.,A2,4
Alle wollen nach Mallorca fliegen.,A2,5
Also zieht Willi seine Kleidung und seine Schuhe aus.,A2,9
Marie hat ein Problem.,A2,4
„Ich möchte lieber zu Fuß gehen.,A2,6
"„Ich habe vergessen, etwas in die Schachtel zu tun“, sage ich.",A2,11
"„Ich glaube, ich komme nicht mit.",A2,6
An Bord ist kein Mensch mehr.,A2,6
Nüwiel hat 32 Mitarbeiter aus zwölf Ländern.,A2,7
"Wie kann ich Ihnen helfen? “, antwortet die Polizistin.",A2,9
Auch das Brot und die Äpfel findet Mohammed.,A2,8
Ein Arzt behandelt kranke Leute in einer Praxis oder im Krankenhaus.,A2,11
Die ganze Familie sitzt noch im Garten.,A2,7
"„Ja klar! “, antworten sie und stehen auf.",A2,8
Dann können wir ja zusammen lernen!,A2,6
Er nimmt auch eine Jacke mit.,A2,6
Und noch eine.,A2,3
"“ und will, dass sie länger für ihn da ist.",A2,10
Sie sind schon zu weit weg.,A2,6
"Bevor ich ins Bett gehe, schaue ich ein bisschen fern.",A2,10
"Können Sie bar zahlen? “, fragt der Verkäufer.",A2,8
Sie steigt aus und sieht auf ihr Handy.,A2,8
"Wie zum Beispiel hier von diesen, welche Max und Moritz hießen.",A2,11
"Die Karten kosten viel Geld, aber das ist kein Problem.",A2,10
Also fährt er heute an die Nordsee.,A2,7
Sie klingeln an der Tür.,A2,5
Sie legt es auf einen Teller.,A2,6
Der Unterricht ist hier ganz anders als zuHause in Portugal.,A2,10
Diese beginnt morgens und endet um 16 Uhr.,A2,8
Familie Müller bucht einen Flug auf die Mittelmeerinsel.,A2,8
"„Wow, das sieht toll aus.",A2,5
Ohne Öl macht der Motor,A2,5
In Deutschland werden viele Feste und Feiertage gefeiert.,A2,8
Es gehört fünf Holzarbeitern.,A2,4
Ich helfe dir sehr gern. “ Der Abend ist gerettet.,A2,10
Er findet Champignons und getrocknete Steinpilze.,A2,6
Neben dem Jongleur sitzt ein Straßenmusiker.,A2,6
"„Komm schon, Alex! “, sagt Sofia laut und sieht Alexander lange an.",A2,12
"Wenn die Vögel zwitschern und die Blätter an den Bäumen wachsen, hat der Frühling begonnen.",A2,15
Ein Bauer arbeitet auch mit Lebensmitteln.,A2,6
Die Kinder spielen gerne im feinen Sand.,A2,7
Das stört mich ein bisschen.,A2,5
"Ich packe meinen Koffer und nehme mit: Eine Hose, einen Teddybär, mein Schmuckkästchen, meine Fotoalben.",A2,15
"Sie lebt mit ihrem Vater Thomas, ihrer Mutter Sabine und ihrem jüngeren Bruder Jonas in einem ruhigen Stadtteil von Hamburg.",A2,20
Mittags esse ich mit meinen Freundinnen in der Mensa.,A2,9
„Bahnhof“steigen viele Leute ein.,A2,4
"Es gibt weiße Blumen, die Wolken sind weiß.",A2,8
Wir müssen viel einkaufen und viel kochen.,A2,7
"161 Mark – billiger geht’s ja gar nicht, gell?",A2,9
Das ist ihr Dankeschön für Lisas Hilfe.,A2,7
Das Zimmer darunter war mein Zimmer.,A2,6
Es beginnt meist mit einer Diät.,A2,6
Ich habe kein schönes Kleid.,A2,5
Jeder kann ein Gericht wählen.,A2,5
Heute fahre ich noch ins Stadtzentrum.,A2,6
Höhere Komplexität der Zivilisation?,A2,4
Ich bin die mittlere.,A2,4
In einem Berghotel haben sie ein Zimmer gebucht.,A2,8
"Wie komme ich zur Goethestraße? “, fragt Marco.",A2,8
Ist das die Zukunft des Bieres?,A2,6
"Vor allem 26 PS , ne.",A2,6
Dort kann er einkaufen gehen.,A2,5
Nach vier Stunden kommt der Zug in Berlin an.,A2,9
Viele Eltern arbeiten den ganzen Tag.,A2,6
An den Tischen sitzen viele Studenten.,A2,6
"Pauline und Florian, sowie die Eltern Amalia und Reinhold erwarten dich, liebes Au-pair.",A2,13
Es ruht in einer Marmorsäule in Olympia.,A2,7
Das Gras auf der Wiese ist Futter für die Tiere eines Bauern.,A2,12
"Sie zeichnen sehr gut“, sagt Emil.",A2,6
Thalia hat noch keine Freunde in der Uni.,A2,8
Man tastet das Produkt ab .,A2,6
Auch Geschichte interessiert mich sehr.,A2,5
Am Ende kommen alle Zutaten in die Pfanne.,A2,8
Also geht sie in die Küche und macht einen Tee.,A2,10
"„Ja, das kam von dort hinten.",A2,6
Er ist Koch und arbeitet in einem italienischen Restaurant in Berlin-Mitte.,A2,11
Sie finden schnell ihre Plätze.,A2,5
Sie kennen sich von der Universität.,A2,6
Alle sind froh und umarmen Tim.,A2,6
Sie denkt nach.,A2,3
"Vielleicht ist das etwas für dich“, sagt Leonie zu Marie.",A2,10
Meine Mutter hat vier Schwestern.,A2,5
Du musst den ganzen Fisch verkaufen.,A2,6
Manchmal gehe ich in den Zoo und beobachte die Tiere.,A2,10
Vor einem Jahr haben sie geheiratet.,A2,6
"Also, jeder lernt hier alles tatsächlich.",A2,6
Sie hat viele Fragen: Wer hat den Brief geschrieben?,A2,9
Dann renne ich schon los zu meinem Schulbus.,A2,8
Sieht aus wie ich heute Morgen!,A2,6
Simon will gern zum Deutsch-Stammtisch kommen.,A2,6
Das nächste wichtige Fest ist das Osterfest.,A2,7
Aber auch schwer.,A2,3
"Klassisch bin ich mit Rind- oder Schaffleisch, Salat, Zwiebeln, Tomate.",A2,10
Plötzlich bemerkt sie eine Gruppe von Menschen.,A2,7
Wir bringen Sie mit der Bahn in alle Städte.,A2,9
Der Nikolaustag ist am 6.,A2,5
Biologie ist interessant.,A2,3
Schüler- und Studentenjobs.,A2,3
"Du kannst mit dem Bus und mit der Bahn fahren, aber es ist sehr laut.",A2,15
„Gehen Sie nach unten.,A2,4
"Meine Familie ist groß, weil meine Eltern beide viele Geschwister haben.",A2,11
Dann bekommt Tim den Ball.,A2,5
Wir sprechen hauptsächlich Deutsch und Italienisch.,A2,6
Oscar entscheidet sich für ein Huhn.,A2,6
"Das mag ich nicht. """,A2,5
Dann gehe ich schlafen und schlafe von 22 Uhr bis morgens um 7.,A2,13
Komm doch mit zu meinem Kochkurs!,A2,6
Das ist eine Straßenbahn.,A2,4
Marco hat die Adresse im Internet nicht gefunden.,A2,8
Ein Handwerker ist zum Beispiel ein Bäcker.,A2,7
"Also, wenn du Lust hast, dann melde dich einfach per Mail bei uns.",A2,13
Sport könnte jeden Tag sein.,A2,5
Ich freue mich schon! “,A2,5
Dann setzen sie sich auf ihre Betten.,A2,7
Dann hält er und die Türen gehen auf.,A2,8
"„Entschuldigung, wo ist bitte die Post? “, fragt Marco höflich.",A2,10
Flug 466 von Frankfurt nach Barcelona hat heute drei Stunden Verspätung.,A2,11
Sie kann die Tasche auch nicht sehen.,A2,7
Dann klingelt der Wecker nicht.,A2,5
Jedes Auto in Deutschland muss zum TÜV.,A2,7
"Was soll Faust jetzt essen? “, sagt Anna.",A2,8
"/ Ja, das versprech ich dir.",A2,6
Vor der Tür steht .,A2,5
Sandra drückt auf,A2,3
Sie öffnet die Tür und geht in den Raum.,A2,9
"Der Bus braucht länger, ist aber günstiger.",A2,7
"Wenn Mirko alt ist, zieht er vielleicht in ein Dorf.",A2,10
Sarah ist die Köchin und sagt auch freundlich Hallo.,A2,9
“ 14 Länder machten mit.,A2,5
„Das tut uns sehr leid.,A2,5
Nach vielen Stunden kommt Mirko an.,A2,6
Viellicht ist er verletzt?,A2,4
"„Faust, das Essen ist fertig! “

„Faust! “, ruft Anna noch einmal ganz laut.",A2,14
Er hat Schmerzen im Bein.,A2,5
"Ähnlich wie Thomas Fuller, einer der ersten bekannten Savants.",A2,9
Über dem Bild steht,A2,4
Seltsam ist die Erinnerung.,A2,4
Der Mann sieht ihn an und sagt:,A2,7
Dann gibt sie Emma die Uhr.,A2,6
Dann nehmen sie ihre Fahrräder und fahren los.,A2,8
"Eine große Packung Nudeln, zwei Kilo Zucker und drei Kilo Mehl brauchen wir auch.",A2,14
Jemand steht vor der Tür und möchte ins Haus.,A2,9
Wir haben zwei Katzen und einige Pferde.,A2,7
Großstädte in Dunkelheit?,A2,3
Ein Lehrer unterrichtet Schüler und bringt ihnen verschiedene Dinge bei.,A2,10
"Hören Sie? “, sagt die Polizistin.",A2,6
"""Wir haben ein großes Zimmer gebucht.",A2,6
Sie will mit ihrem Freund Tobi zusammen in den Urlaub fahren.,A2,11
Lotta und ihr Vater warten jetzt schon zwei Stunden.,A2,9
Ich finde Paul ein bisschen komisch.,A2,6
Die Trauben verwendet er für die Vorspeise.,A2,7
"Santos erklärt: „Wir kommen aus Dörfern und Gemeinden, die weit von Manaus entfernt sind.",A2,14
Mirko setzt sich auf den Platz und der Zug fährt los.,A2,11
So viele Bücher hat Thalia noch nie gesehen!,A2,8
Hélene und Fabien sind Schüler der 5.,A2,7
"„Ist der Mann auf dem Foto neben dir Opa Alfred? “, fragt Maya.",A2,13
Und was plant Clara?,A2,4
Dort wurden die VW-Modelle Golf und Passat gebaut.,A2,8
Helle Nächte in der Stadt Großstädte in Dunkelheit?,A2,8
Sie müssen also bis morgen früh warten.,A2,7
Wir suchen für unsere zwei Jungs ein nettes Au-pair-Mädchen.,A2,9
Ich verstehe die Aufgaben nicht richtig.,A2,6
"„Tut mir sehr leid“, sage ich.",A2,6
Ein Bauwerk wie ein Baum.,A2,5
"Das ist nicht Notre-Dame, sondern der Kölner Dom .",A2,9
Eine starke Farbe ist pink: sie fällt auf.,A2,8
Sie reitet ziemlich gut.,A2,4
Also holt Lukas eine Flasche mit Öl aus dem Auto.,A2,10
Nach fünf Minuten kommt Willi wieder aus dem Wasser.,A2,9
"“, fragen sie.",A2,3
An der nächsten Kreuzung gehen Sie nach rechts in die Goethestraße.,A2,11
"Oder vielleicht doch, man weiß ja nie.",A2,7
Sie fahren dreißig Minuten auf dem See.,A2,7
"Und viele träumen davon, einmal auf seinem Gipfel zu stehen.",A2,10
Kommen Sie das nächste Mal? “,A2,6
Noch hat Laura Zeit.,A2,4
"„Vielen Dank, Sie sind sehr nett! “, sagt sie zu der Frau.",A2,12
"„Gefällt dir deine neue Wohnung? “, fragt Tom.",A2,8
"„Die Fahrkarten, bitte. “Tim sucht in seiner Tasche.",A2,8
Das finden viele Eltern und Schüler sehr gut.,A2,8
Dann sieht Thalia es: Die Tasche von dem Jungen ist von Silbermond!,A2,12
"„Wollen Sie einen Nachtisch haben? “, fragt der Kellner ein wenig später.",A2,12
"Sie fahren schnell, denn sie wollen nicht zu spät sein.",A2,10
Clara Bertold liefert auch Essen und Kuchen für Geburtstage und Feste.,A2,11
Sie ziehen ihre Pyjamas an und putzen sich schnell die Zähne.,A2,11
Lisa sagt: „Mit dem Zug bist du schneller in Berlin.,A2,10
Dann geht sie traurig nach Hause.,A2,6
Nun etwas über uns: Wir wohnen fünf Minuten außerhalb von der Stadt Brixen in Südtirol.,A2,15
"Wenn das Wetter schön ist, gehe ich manchmal zu Fuß.",A2,10
Er stellt Brot her.,A2,4
Und das ja schon von klein an .,A2,8
Sie entscheiden.,A2,2
Nach der Schule esse ich zu Mittag und komme am Nachmittag heim.,A2,12
Sie findet auch sofort ihren Platz und macht es sich bequem.,A2,11
Er kann dich mitnehmen.,A2,4
"Du weißt ja, ich schwimme gerne, aber das Meer war bisher zu kalt.",A2,13
Der deutsche Bundespräsident Frank-Walter Steinmeier war im April zu Gast in der Türkei.,A2,13
Bei den Olympischen Spielen in Paris wird er über 50 Meter Freistil starten.,A2,13
Er läuft schnell zum Tor.,A2,5
Haben Sie Allergien? “ -,A2,5
Und Ralf legt die Muffins auf die Teller.,A2,8
In der Klasse sind 30 Schüler.,A2,6
Warum ist der Kellner jetzt schon da?,A2,7
Julia ist in einem kleinen Geschäft.,A2,6
Maya sieht ein großes Buch im Schrank.,A2,7
Es gab viele Schwierigkeiten.,A2,4
"Sie geht in die Stadt, um ein neues Kleid zu kaufen.",A2,11
Es gibt Kartoffeln mit Spargel.,A2,5
Aber auch schwer.,A2,3
Der Zug hält am Gleis 5.,A2,6
Dort warten schon viele Urlauber.,A2,5
Aber vielleicht findet sie schon bald Freunde.,A2,7
Und gehört einfach zum Leben dazu.,A2,6
Ich habe eine Schwester und einen Bruder.,A2,7
Heute besucht er Tom.,A2,4
Was kann sie tun?,A2,4
Doch jetzt ist er noch jung und lebt lieber in der Stadt.,A2,12
Wasser brauchen wir auch noch.,A2,5
"So, Basti, jetzt darfst du die Oma runterlassen.",A2,8
Aber wo ist die Post?,A2,5
"Dönerbox mit Pommes , und ich nehm’ immer nur mit Pommes.",A2,11
Sie nimmt ihr Handy und ruft ihre Freundin Lisa an.,A2,10
"Kartoffeln mögen sie noch immer nicht, sie essen lieber Reis oder Bulgur.",A2,12
Nicht ohne Grund.,A2,3
Von Hamburg bis zur Nordsee sind es nur 100 Kilometer.,A2,10
"Aber ja, man kann es trinken.",A2,6
Wir essen und trinken etwas.,A2,5
Vor Herrn Fink steht ein Mann mit einem Kind.,A2,9
Der Lehrer bringt die Klasse in das Hotel.,A2,8
"Er ist auch der einzige, der keine Kinder hatte.",A2,9
Er nimmt Lottas Hand und geht aus dem Zimmer.,A2,9
Nach zwei Metern kann er schwimmen.,A2,6
"Zwei andere Nachbarn, Paare ohne Kinder, kamen etwas später.",A2,9
Diese Woche hatte Tarik viel zu tun.,A2,7
Dann geht Anna einkaufen.,A2,4
Luigi möchte seine Deutschkenntnisse verbessern.,A2,5
Möchte sie die Jacke vielleicht mitnehmen?,A2,6
So eine Party müssen sie bald nochmal machen!,A2,8
Denn es ist Oktober und im Herbst ist es an der Nordsee kalt.,A2,13
Es ist ein Ehrentag für die Mütter.,A2,7
Deutsch ist eine schwere Sprache.,A2,5
Sie wollen den Film,A2,4
Er findet die Eier und legt sie in seinen Korb.,A2,10
Ich wohne seit zwei Tagen hier in der Bahnhofstraße 10.,A2,10
Leider gibt es am Samstag keine Plätze mehr.,A2,8
Am 24.,A2,2
"Aber jetzt kann ich meine Oma besuchen. “

Die Fahrt ist ruhig: Keine Kinder rennen durch den Zug, keine Fußball-Fans trinken Bier und singen.",A2,24
Am See machen Sofia und Alexander ein Picknick.,A2,8
Auch Biologie und Kunst habe ich gerne.,A2,7
Sie trinkt einen Tee und sieht aus dem Fenster.,A2,9
"Dann weiß sie, was sie will.",A2,6
Ich muss viele Übungen machen.,A2,5
Alle ihre Freunde kommen und feiern zusammen.,A2,7
"Wenn sie gewinnen, kommen sie ins Finale.",A2,7
"An deinem Geburtstag? “, fragt Tim überrascht.",A2,7
"„Danke! “, sagt Hannah und gibt ihm ein Kinderbuch.",A2,9
Jetzt aber ab zu mir nach Hause: die Dönerbude.,A2,9
Er schießt – Tor!,A2,4
Sie möchte ihn anprobieren.,A2,4
Heute ist endlich Mittwoch.,A2,4
Nach nur drei Stunden kommen Laura und Tobi auf Mallorca an.,A2,11
"Dann legt Mohammed die Eier, das Brot und die Äpfel in seine Tasche.",A2,13
So kann ich ein bisschen später aufstehen.,A2,7
Alle haben sehr viel Spaß.,A2,5
"Sie ist sehr schön“, antwortet Mirko und lächelt.",A2,8
Das war nicht immer so.,A2,5
Ein paar Häuser weiter gibt es auch einen Supermarkt.,A2,9
Adelina ist der Regen egal.,A2,5
Die Queen war ein großartiges Vorbild.,A2,6
Ich bin jetzt seit vier Wochen in dem Verein für Paraglider.,A2,11
Ich gehe mit meinem Bruder in den Supermarkt.,A2,8
Leonie backt heute einen Kuchen.,A2,5
Als Marktschreier in Hamburg Der Hamburger Fischmarkt ist weltberühmt.,A2,9
Sie sitzen alle zusammen in einem Bus.,A2,7
"Clara besucht die 3. Klasse, spielt Flöte und Klavier und schwimmt gerne und Luise besucht bis zum Sommer den Kindergarten, danach kommt auch sie in die Schule.",A2,27
Simon ist neu hier und lernt noch.,A2,7
Die beiden Freundinnen gehen zum Ball.,A2,6
Sport ist mein Lieblingsfach.,A2,4
"Die vier Sonntage vor Weihnachten sind der erste, der zweite, der dritte und der vierte Advent.",A2,16
In dem Laden probiert Laura verschiedene Kleider an.,A2,8
Um kurz vor 10 fährt Thalia mit dem Bus.,A2,9
"„Nein, leider nicht.",A2,3
"„Zwei Euro, bitte. “Sandra gibt dem Busfahrer das Geld.",A2,9
Jedes Geschenk trägt eine Erinnerung.,A2,5
Dort gibt es ein großes Kaufhaus.,A2,6
„Oder einen Kaffee? “Tarik versteht „Nachtisch“nicht.,A2,6
/ Viel kann man selber machen.,A2,6
Die Auswahl ist wirklich groß.,A2,5
Wir essen um 15 Uhr zusammen. “ Tim sieht auf den Spielplan.,A2,12
Das Gegenteil von schwarz ist weiß.,A2,6
Sie hat oft gute Ideen.,A2,5
Unter anderem durch den Denkmalschutz .,A2,6
"Also, am Wochenende auf jeden Fall.",A2,6
Dann geht sie zu ihrem Hotel.,A2,6
"Oder alle zusammen im Wohnzimmer, unter dem Tisch, im Schrank, im Bett mit der Decke über dem Kopf?",A2,18
Der sieht auch gut aus.,A2,5
"Ich will die Insel auch sehen, aber wir haben nur noch eine halbe Stunde.",A2,14
"Einer hat einen Schlüsselanhänger, eine Nachbarin hat eine hässliche Blumenvase bekommen.",A2,11
Sie sucht ein Geschenk für ihre Mutter.,A2,7
Und so sieht der Beton dann aus.,A2,7
Sie gehen in der Stadt spazieren und trinken Tee in einem Café.,A2,12
Der Strand ist ganz flach und das Wasser ist nicht tief.,A2,11
"Soll ich dir noch etwas geben? “, fragt Frieda.",A2,9
Die Polizistin geht aus dem Haus und fährt weg.,A2,9
"Laura war noch nie auf Mallorca, denn Mallorca ist weit weg.",A2,11
Er kennt noch nicht so viele Menschen.,A2,7
"„Ich bin im Supermarkt, aber ich habe mein Portemonnaie vergessen.",A2,10
Gleich in der nächsten Runde hat er wieder eine 6 gewürfelt.,A2,11
Noch einmal zur Erinnerung: Sie ist 91 Jahre alt.,A2,9
"„Komm, wir fahren an den See“, sagt Sofia und steht auf.",A2,11
Wer oder was macht das Geräusch?,A2,6
Sie duscht sich und putzt ihre Zähne.,A2,7
Plötzlich hören sie etwas.,A2,4
"„Darf ich mir das ansehen? “, fragt sie.",A2,8
Oder der Schnee.,A2,3
Doch dann sehen sie Mirko und stehen schnell auf.,A2,9
Nur Emil nicht.,A2,3
Ich (Susanne) arbeite wieder Teilzeit in unserer Firma.,A2,8
So kann ich alles verstehen.,A2,5
"Ich habe sogar ein Tor geschossen. “

Tims Cousins wollen alles über das Spiel wissen.",A2,15
"Meine Freunde wohnen auch alle hier“, sagt Mirko.",A2,8
"Und dann zum Beispiel, wenn Opferfestzeit, wir haben Opferfest erzählt, und wenn Ramadan ist, Ramadan-Zeit erzählt.",A2,16
Ein Koch arbeitet auch mit Lebensmitteln.,A2,6
Sie ist Schweizerin und Italienisch ist ihre Muttersprache.,A2,8
Marco ist neu in der Stadt.,A2,6
Maya ist heute bei Oma Frieda.,A2,6
Es ist 9:30 Uhr und Sofia sitzt in der Küche am Tisch.,A2,12
Sie geht aus dem Haus und läuft zum Supermarkt.,A2,9
Alle lieben Faust.,A2,3
Es gab keinen Strom.,A2,4
So viel Geld hat Laura nicht.,A2,6
Ich war damals 22 Jahre alt.,A2,6
Sie nimmt ihn und sagt Danke.,A2,6
"Sie denkt, sie hat das Buch verloren.",A2,7
"Kommen Sie, Frau Meier! “, antwortet Emma.",A2,7
Der Zug ist immer noch nicht da.,A2,7
"Aber zwei Plätze sind frei:

Thalia kann neben einem Mädchen sitzen oder neben dem Jungen mit der Silbermond-Tasche!",A2,18
Sie muss sich anziehen.,A2,4
Nach einer Stunde steht es 1:1.,A2,6
Ist ein Stövchen entscheidend bei meiner Bewerbung um eine Stelle bei der Stadt?,A2,13
"Wir sind Lena, 22, und Max, 25, und vielleicht bald deine neuen Mitbewohner.",A2,13
Im Wald sind viele Bäume und es riecht nach Erde.,A2,10
Am zweiten Sonntag im Mai wird der Muttertag gefeiert.,A2,9
Ganz liebe Grüße und bis bald,A2,6
Ansonsten darf ein Fahrzeug nicht auf die Straße.,A2,8
Da bin ich nicht gut.,A2,5
Anna schüttelt den Kopf:,A2,4
"Hannah ist müde, aber auch glücklich, denn sie hat das Buch gefunden.",A2,12
Viele Menschen steigen aus.,A2,4
"In meiner Freizeit lese ich gerne, in meinem Zimmer stehen viele Bücher.",A2,12
"Die Menschen wollen sich treffen, die wollen sich sehen.",A2,9
"Jetzt muss Marie nur ein bisschen warten, bis alles fertig ist.",A2,11
"Kofi, sag’ mal: Wie viele Fans kommen so?",A2,8
Es ist auch nicht schwer.,A2,5
Simon geht schnell zu seiner Chefin.,A2,6
Tobias Rüther meint: entkatastrophisieren .,A2,5
"Übrigens hat Lisa, meine neue Schulfreundin, ein Pferd.",A2,8
„Gib ihm doch das Fleisch.,A2,5
Nach einer Stunde kommen sie aus dem Café.,A2,8
Ich habe ein Kind und vermisste es.,A2,7
Meist betrifft es Mädchen und Frauen.,A2,6
"Ja, es ist das Buch von Herrn Schmidt!",A2,8
Also geht Thalia sehr schnell.,A2,5
Vor einer Woche hat sie eine gefunden.,A2,7
Kostenlose Beratung in unserem Büro in der Weinstraße.,A2,8
Warum war nur der Brief vor der Tür und kein Mensch?,A2,11
Wo will Laura Urlaub machen: auf Mallorca oder an der Nordsee?,A2,11
„Dieser Bus hält direkt vor der Post.,A2,7
"Sie können gern etwas mitbringen, vielleicht einen Salat oder Orangensaft.",A2,10
Was ist ihm wichtiger?,A2,4
Jetzt sitzt er wieder normal auf seinem Stuhl.,A2,8
Nach ein paar Minuten sind die Spaghetti endlich fertig.,A2,9
Also da gibt’s nichts.,A2,4
Wer kann das sein?,A2,4
Der Zug ist pünktlich.,A2,4
Vor den Ferien schreiben wir noch zwei Schularbeiten.,A2,8
Anna ist nicht müde.,A2,4
Das ist mein … wie soll man sagen?,A2,8
Doch der Hund kommt nicht.,A2,5
Sie fährt mit dem Bus nach Hause.,A2,7
